timestamp,sala,temperatura_c,umidade_pct,luminosidade_lux,ar_condicionado,pessoas_estimadas,conforto
2025-03-03 21:15:00,sala_aula_302,20.95,71,71,0,0,confortavel
2025-03-03 21:30:00,sala_aula_302,21.23,71.3,0,0,0,confortavel
2025-03-03 21:45:00,sala_aula_302,21.06,72.9,0,0,0,confortavel
2025-03-03 22:00:00,sala_aula_302,19.43,76.1,16,0,0,frio
2025-03-03 22:15:00,sala_aula_302,20.6,74.8,0,0,0,confortavel
2025-03-03 22:30:00,sala_aula_302,19.32,76.7,25,0,0,frio
2025-03-03 22:45:00,sala_aula_302,19.87,72.3,0,0,0,frio
2025-03-03 23:00:00,sala_aula_302,19.1,72,0,0,0,frio
2025-03-03 23:15:00,sala_aula_302,19.7,71.7,53,0,0,frio
2025-03-03 23:30:00,sala_aula_302,19.84,73.1,0,0,0,confortavel
2025-03-03 23:45:00,sala_aula_302,19.41,72.9,0,0,0,frio
2025-03-04 00:00:00,sala_aula_302,19.09,73.7,31,0,0,frio
2025-03-04 00:15:00,sala_aula_302,18.48,71.2,42,0,0,frio
2025-03-04 00:30:00,sala_aula_302,18.44,74.3,0,0,0,frio
2025-03-04 00:45:00,sala_aula_302,18.81,74.8,0,0,0,frio
2025-03-04 01:00:00,sala_aula_302,20,70.6,4,0,0,frio
2025-03-04 01:15:00,sala_aula_302,19.13,71.9,0,0,0,frio
2025-03-04 01:30:00,sala_aula_302,19.42,73.8,0,0,0,confortavel
2025-03-04 01:45:00,sala_aula_302,19.91,72.2,0,0,0,confortavel
2025-03-04 02:00:00,sala_aula_302,20.36,71.8,0,0,0,confortavel
2025-03-04 02:15:00,sala_aula_302,19.22,74.6,4,0,0,frio
2025-03-04 02:30:00,sala_aula_302,19.71,69.5,0,0,0,frio
2025-03-04 02:45:00,sala_aula_302,19.9,72.7,0,0,0,frio
2025-03-04 03:00:00,sala_aula_302,20.37,71,0,0,0,confortavel
2025-03-04 03:15:00,sala_aula_302,20.03,69.1,12,0,0,confortavel
2025-03-04 03:30:00,sala_aula_302,21.16,72.5,7,0,0,confortavel
2025-03-04 03:45:00,sala_aula_302,21.73,68.5,0,0,0,confortavel
2025-03-04 04:00:00,sala_aula_302,21.2,70.8,0,0,0,confortavel
2025-03-04 04:15:00,sala_aula_302,21.66,68.5,0,0,0,confortavel
2025-03-04 04:30:00,sala_aula_302,22.15,73.1,34,0,0,confortavel
2025-03-04 04:45:00,sala_aula_302,22,69.5,7,0,0,confortavel
2025-03-04 05:00:00,sala_aula_302,23.61,70.1,14,0,0,confortavel
2025-03-04 05:15:00,sala_aula_302,22.78,64.4,9,0,0,confortavel
2025-03-04 05:30:00,sala_aula_302,23.36,68.9,0,0,0,confortavel
2025-03-04 05:45:00,sala_aula_302,23.01,71.8,0,0,0,confortavel
2025-03-04 06:00:00,sala_aula_302,24.81,65,9,0,0,confortavel
2025-03-04 06:15:00,sala_aula_302,24.56,64.9,20,0,0,confortavel
2025-03-04 06:30:00,sala_aula_302,23.87,66.1,0,0,0,confortavel
2025-03-04 06:45:00,sala_aula_302,25.4,64.6,32,0,0,confortavel
2025-03-04 07:00:00,sala_aula_302,25.91,64.3,130,0,0,quente
2025-03-04 07:15:00,sala_aula_302,27.04,61.6,61,0,0,quente
2025-03-04 07:30:00,sala_aula_302,25.87,60,99,0,0,confortavel
2025-03-04 07:45:00,sala_aula_302,25.49,66.6,139,0,0,quente
2025-03-04 08:00:00,sala_aula_302,26.73,59.2,418,1,10,quente
2025-03-04 08:15:00,sala_aula_302,26.15,56.6,425,1,12,confortavel
2025-03-04 08:30:00,sala_aula_302,27.47,54.1,448,1,10,quente
2025-03-04 08:45:00,sala_aula_302,27.65,59.4,393,1,16,quente
2025-03-04 09:00:00,sala_aula_302,27.77,57,555,1,10,quente
2025-03-04 09:15:00,sala_aula_302,27.7,54.7,513,1,13,quente
2025-03-04 09:30:00,sala_aula_302,28.42,60.5,526,1,16,quente
2025-03-04 09:45:00,sala_aula_302,28.61,55.4,530,1,16,quente
2025-03-04 10:00:00,sala_aula_302,29.3,52.8,593,1,14,quente
2025-03-04 10:15:00,sala_aula_302,30.02,56.7,569,1,20,quente
2025-03-04 10:30:00,sala_aula_302,29.13,54.6,556,1,11,quente
2025-03-04 10:45:00,sala_aula_302,28.24,55.1,544,1,8,quente
2025-03-04 11:00:00,sala_aula_302,29.23,54,628,1,15,quente
2025-03-04 11:15:00,sala_aula_302,28.93,51.8,611,1,15,quente
2025-03-04 11:30:00,sala_aula_302,30.1,54.9,579,1,11,quente
2025-03-04 11:45:00,sala_aula_302,29.33,58.7,623,1,12,quente
2025-03-04 12:00:00,sala_aula_302,30.35,54.1,646,1,14,quente
2025-03-04 12:15:00,sala_aula_302,29.34,56.6,669,1,13,quente
2025-03-04 12:30:00,sala_aula_302,29.63,52.8,586,1,10,quente
2025-03-04 12:45:00,sala_aula_302,30.18,52,649,1,12,quente
2025-03-04 13:00:00,sala_aula_302,29.28,56.8,604,1,15,quente
2025-03-04 13:15:00,sala_aula_302,29.52,55.4,620,1,12,quente
2025-03-04 13:30:00,sala_aula_302,29.9,51.5,610,1,13,quente
2025-03-04 13:45:00,sala_aula_302,28.92,56.6,593,1,11,quente
2025-03-04 14:00:00,sala_aula_302,28.91,54.1,577,1,9,quente
2025-03-04 14:15:00,sala_aula_302,27.96,55.9,596,1,9,quente
2025-03-04 14:30:00,sala_aula_302,28.96,56.8,597,1,14,quente
2025-03-04 14:45:00,sala_aula_302,27.35,56.8,571,1,5,quente
2025-03-04 15:00:00,sala_aula_302,28.71,52.1,525,1,13,quente
2025-03-04 15:15:00,sala_aula_302,28.75,53.4,508,1,14,quente
2025-03-04 15:30:00,sala_aula_302,27.71,59.7,483,1,11,quente
2025-03-04 15:45:00,sala_aula_302,28.44,56.7,488,1,17,quente
2025-03-04 16:00:00,sala_aula_302,26.83,60.2,408,1,12,quente
2025-03-04 16:15:00,sala_aula_302,27.53,57,463,1,11,quente
2025-03-04 16:30:00,sala_aula_302,27.06,59.4,437,1,11,confortavel
2025-03-04 16:45:00,sala_aula_302,26.95,59.1,409,1,13,quente
2025-03-04 17:00:00,sala_aula_302,25.47,60.2,328,1,8,confortavel
2025-03-04 17:15:00,sala_aula_302,25.84,58.3,362,1,13,quente
2025-03-04 17:30:00,sala_aula_302,24.71,61.2,353,1,9,confortavel
2025-03-04 17:45:00,sala_aula_302,25.34,58.2,332,1,14,confortavel
2025-03-04 18:00:00,sala_aula_302,26.81,64.8,264,0,12,quente
2025-03-04 18:15:00,sala_aula_302,26.84,61.5,215,0,16,quente
2025-03-04 18:30:00,sala_aula_302,26.39,63.9,229,0,11,quente
2025-03-04 18:45:00,sala_aula_302,26.14,67.4,265,0,9,quente
2025-03-04 19:00:00,sala_aula_302,23.03,70.5,3,0,0,confortavel
2025-03-04 19:15:00,sala_aula_302,23.87,64.6,0,0,0,confortavel
2025-03-04 19:30:00,sala_aula_302,23.42,66.5,38,0,0,confortavel
2025-03-04 19:45:00,sala_aula_302,23.13,67.3,0,0,0,confortavel
2025-03-04 20:00:00,sala_aula_302,22.68,67,18,0,0,confortavel
2025-03-04 20:15:00,sala_aula_302,22.08,69.7,12,0,0,confortavel
2025-03-04 20:30:00,sala_aula_302,22.64,69.3,37,0,0,confortavel
2025-03-04 20:45:00,sala_aula_302,22.35,69.7,0,0,0,confortavel
2025-03-04 21:00:00,sala_aula_302,21.12,66.5,0,0,0,confortavel
2025-03-04 21:15:00,sala_aula_302,21.42,68.3,8,0,0,confortavel
2025-03-04 21:30:00,sala_aula_302,20.35,74.4,23,0,0,confortavel
2025-03-04 21:45:00,sala_aula_302,20.76,73.7,0,0,0,confortavel
2025-03-04 22:00:00,sala_aula_302,19.51,74.1,0,0,0,frio
2025-03-04 22:15:00,sala_aula_302,20.61,70.9,14,0,0,confortavel
2025-03-04 22:30:00,sala_aula_302,20.15,74.7,0,0,0,confortavel
2025-03-04 22:45:00,sala_aula_302,20.57,69.7,0,0,0,frio
2025-03-04 23:00:00,sala_aula_302,18.99,73.4,25,0,0,frio
2025-03-04 23:15:00,sala_aula_302,18.77,70.8,13,0,0,frio
2025-03-04 23:30:00,sala_aula_302,18.89,73.2,26,0,0,frio
2025-03-04 23:45:00,sala_aula_302,19.51,74,4,0,0,frio
2025-03-05 00:00:00,sala_aula_302,18.79,71.2,9,0,0,frio
2025-03-05 00:15:00,sala_aula_302,19.4,75.1,9,0,0,frio
2025-03-05 00:30:00,sala_aula_302,19.89,71.5,32,0,0,confortavel
2025-03-05 00:45:00,sala_aula_302,19.49,76.1,15,0,0,frio
2025-03-05 01:00:00,sala_aula_302,19.94,69.1,0,0,0,frio
2025-03-05 01:15:00,sala_aula_302,19.27,72.9,0,0,0,frio
2025-03-05 01:30:00,sala_aula_302,18.18,75.9,19,0,0,frio
2025-03-05 01:45:00,sala_aula_302,19.47,73.9,31,0,0,frio
2025-03-05 02:00:00,sala_aula_302,20.37,69.7,0,0,0,frio
2025-03-05 02:15:00,sala_aula_302,19.41,69.4,15,0,0,frio
2025-03-05 02:30:00,sala_aula_302,19.85,73,13,0,0,confortavel
2025-03-05 02:45:00,sala_aula_302,19.72,69.8,7,0,0,frio
2025-03-05 03:00:00,sala_aula_302,20.96,72.9,24,0,0,confortavel
2025-03-05 03:15:00,sala_aula_302,20.36,70.3,0,0,0,confortavel
2025-03-05 03:30:00,sala_aula_302,21.11,67.6,25,0,0,confortavel
2025-03-05 03:45:00,sala_aula_302,19.98,76.8,24,0,0,confortavel
2025-03-05 04:00:00,sala_aula_302,21.83,71.8,4,0,0,confortavel
2025-03-05 04:15:00,sala_aula_302,21.67,68.6,22,0,0,confortavel
2025-03-05 04:30:00,sala_aula_302,21.08,72.2,39,0,0,confortavel
2025-03-05 04:45:00,sala_aula_302,22.25,72.4,41,0,0,confortavel
2025-03-05 05:00:00,sala_aula_302,23.67,67.9,0,0,0,confortavel
2025-03-05 05:15:00,sala_aula_302,23.01,65.1,2,0,0,confortavel
2025-03-05 05:30:00,sala_aula_302,23.59,66.7,0,0,0,confortavel
2025-03-05 05:45:00,sala_aula_302,22.54,70,0,0,0,confortavel
2025-03-05 06:00:00,sala_aula_302,25.5,61.7,22,0,0,confortavel
2025-03-05 06:15:00,sala_aula_302,24.68,68,0,0,0,quente
2025-03-05 06:30:00,sala_aula_302,24.44,63.4,0,0,0,confortavel
2025-03-05 06:45:00,sala_aula_302,24.69,69.5,10,0,0,confortavel
2025-03-05 07:00:00,sala_aula_302,25.49,63.6,92,0,0,quente
2025-03-05 07:15:00,sala_aula_302,25.8,65.4,114,0,0,quente
2025-03-05 07:30:00,sala_aula_302,26.49,63.8,91,0,0,confortavel
2025-03-05 07:45:00,sala_aula_302,26.12,64.7,82,0,0,confortavel
2025-03-05 08:00:00,sala_aula_302,27.23,57.4,424,1,14,quente
2025-03-05 08:15:00,sala_aula_302,26.52,59.8,459,1,11,confortavel
2025-03-05 08:30:00,sala_aula_302,26.94,59.7,485,1,10,quente
2025-03-05 08:45:00,sala_aula_302,27.07,54.8,483,1,10,quente
2025-03-05 09:00:00,sala_aula_302,27.52,57.2,489,1,13,quente
2025-03-05 09:15:00,sala_aula_302,27.75,57.8,544,1,12,quente
2025-03-05 09:30:00,sala_aula_302,27.47,60,510,1,11,quente
2025-03-05 09:45:00,sala_aula_302,26.44,59,545,1,5,quente
2025-03-05 10:00:00,sala_aula_302,29.15,50.5,549,1,11,quente
2025-03-05 10:15:00,sala_aula_302,29.01,52.9,603,1,14,quente
2025-03-05 10:30:00,sala_aula_302,28.71,55.5,586,1,12,quente
2025-03-05 10:45:00,sala_aula_302,29.28,56.8,543,1,15,quente
2025-03-05 11:00:00,sala_aula_302,29.5,57.9,567,1,10,quente
2025-03-05 11:15:00,sala_aula_302,29.81,55.3,615,1,14,quente
2025-03-05 11:30:00,sala_aula_302,29.5,59.2,639,1,11,quente
2025-03-05 11:45:00,sala_aula_302,28.43,54.4,668,1,12,quente
2025-03-05 12:00:00,sala_aula_302,29.96,57.7,654,1,9,quente
2025-03-05 12:15:00,sala_aula_302,29.42,53.1,642,1,12,quente
2025-03-05 12:30:00,sala_aula_302,29.85,58.4,619,1,14,quente
2025-03-05 12:45:00,sala_aula_302,30.58,55,648,1,14,quente
2025-03-05 13:00:00,sala_aula_302,28.79,55.9,629,1,6,quente
2025-03-05 13:15:00,sala_aula_302,29.76,53.4,636,1,10,quente
2025-03-05 13:30:00,sala_aula_302,29.22,55.6,612,1,9,quente
2025-03-05 13:45:00,sala_aula_302,30.03,54.1,619,1,12,quente
2025-03-05 14:00:00,sala_aula_302,29.2,57.1,569,1,13,quente
2025-03-05 14:15:00,sala_aula_302,29,56.7,534,1,13,quente
2025-03-05 14:30:00,sala_aula_302,28.86,56.4,595,1,12,quente
2025-03-05 14:45:00,sala_aula_302,28.91,56.5,605,1,12,quente
2025-03-05 15:00:00,sala_aula_302,28.07,59.8,503,1,15,quente
2025-03-05 15:15:00,sala_aula_302,27.79,58.6,514,1,10,quente
2025-03-05 15:30:00,sala_aula_302,27.43,56.7,494,1,7,quente
2025-03-05 15:45:00,sala_aula_302,27.95,60.1,457,1,11,quente
2025-03-05 16:00:00,sala_aula_302,26.45,55.4,372,1,4,quente
2025-03-05 16:15:00,sala_aula_302,27.45,61.7,439,1,16,quente
2025-03-05 16:30:00,sala_aula_302,26.27,59.7,433,1,6,confortavel
2025-03-05 16:45:00,sala_aula_302,26.92,54.3,461,1,12,confortavel
2025-03-05 17:00:00,sala_aula_302,26.66,55.7,355,1,15,confortavel
2025-03-05 17:15:00,sala_aula_302,25.17,57,344,1,11,confortavel
2025-03-05 17:30:00,sala_aula_302,24.87,59,332,1,8,confortavel
2025-03-05 17:45:00,sala_aula_302,25.01,63.7,318,1,9,confortavel
2025-03-05 18:00:00,sala_aula_302,26.31,66,275,0,14,quente
2025-03-05 18:15:00,sala_aula_302,27.67,62.9,277,0,16,quente
2025-03-05 18:30:00,sala_aula_302,26.23,66.4,230,0,16,confortavel
2025-03-05 18:45:00,sala_aula_302,26.09,66.5,226,0,12,quente
2025-03-05 19:00:00,sala_aula_302,23.11,64.5,4,0,0,confortavel
2025-03-05 19:15:00,sala_aula_302,23.54,65.6,0,0,0,confortavel
2025-03-05 19:30:00,sala_aula_302,23.07,66.5,0,0,0,confortavel
2025-03-05 19:45:00,sala_aula_302,23.34,62.4,14,0,0,confortavel
2025-03-05 20:00:00,sala_aula_302,22.22,70.7,0,0,0,confortavel
2025-03-05 20:15:00,sala_aula_302,21.89,72.1,16,0,0,confortavel
2025-03-05 20:30:00,sala_aula_302,22.19,69.7,0,0,0,confortavel
2025-03-05 20:45:00,sala_aula_302,21.6,70.7,35,0,0,confortavel
2025-03-05 21:00:00,sala_aula_302,20.24,74.9,0,0,0,confortavel
2025-03-05 21:15:00,sala_aula_302,21.06,69.8,0,0,0,confortavel
2025-03-05 21:30:00,sala_aula_302,20.6,74.2,0,0,0,confortavel
2025-03-05 21:45:00,sala_aula_302,20.91,71.5,1,0,0,confortavel
2025-03-05 22:00:00,sala_aula_302,20.19,73.7,83,0,0,confortavel
2025-03-05 22:15:00,sala_aula_302,20.2,73.6,15,0,0,confortavel
2025-03-05 22:30:00,sala_aula_302,20.19,71.2,3,0,0,confortavel
2025-03-05 22:45:00,sala_aula_302,19.64,73.2,26,0,0,confortavel
2025-03-05 23:00:00,sala_aula_302,19.3,69.5,12,0,0,frio
2025-03-05 23:15:00,sala_aula_302,19.13,74.7,12,0,0,frio
2025-03-05 23:30:00,sala_aula_302,18.81,69.2,0,0,0,frio
2025-03-05 23:45:00,sala_aula_302,19.69,68.4,11,0,0,frio
