timestamp,ambiente,co2_ppm,pm2_5_ugm3,pm10_ugm3,cov_ppb,temperatura_c,umidade_pct,janela_aberta,ventilacao_ligada,classe_qualidade
2025-03-04 08:40:00,laboratorio,1144,30.2,64.6,555,24.1,54.7,0,0,ruim
2025-03-04 09:00:00,laboratorio,1150,37.4,78.1,407,25.5,69.3,1,0,ruim
2025-03-04 09:20:00,laboratorio,1136,39,61.3,562,26,71.1,1,0,ruim
2025-03-04 09:40:00,laboratorio,1212,27.8,52,551,23.9,57.2,0,0,moderada
2025-03-04 10:00:00,laboratorio,1286,34.5,68.1,556,24.3,57.2,0,0,ruim
2025-03-04 10:20:00,laboratorio,1283,33.1,62.3,494,23.8,65.4,1,0,ruim
2025-03-04 10:40:00,laboratorio,1339,30.1,55.5,477,25.2,56.5,0,0,ruim
2025-03-04 11:00:00,laboratorio,1397,32.4,58.4,522,26.1,58.8,0,0,ruim
2025-03-04 11:20:00,laboratorio,1456,31.7,60.8,465,25.5,58.4,0,0,ruim
2025-03-04 11:40:00,laboratorio,1521,36.8,78.6,492,25.7,61,0,0,ruim
2025-03-04 12:00:00,laboratorio,1497,33.1,66.2,506,24.8,60.9,0,1,ruim
2025-03-04 12:20:00,laboratorio,1543,25.4,57.5,495,24.6,58.6,0,0,moderada
2025-03-04 12:40:00,laboratorio,1525,26.5,55.8,613,24.4,58.1,0,1,moderada
2025-03-04 13:00:00,laboratorio,1512,17.8,42.3,361,22.2,61.7,0,0,moderada
2025-03-04 13:20:00,laboratorio,1486,15.3,28.2,370,24,65.9,0,0,moderada
2025-03-04 13:40:00,laboratorio,1469,15.9,29.8,229,23.6,57.6,0,0,moderada
2025-03-04 14:00:00,laboratorio,1515,28.4,51.6,556,25.4,62.4,0,0,moderada
2025-03-04 14:20:00,laboratorio,1506,29.2,52.9,370,25.4,57.1,0,1,ruim
2025-03-04 14:40:00,laboratorio,1487,29.6,59.4,583,24.9,56.8,0,1,ruim
2025-03-04 15:00:00,laboratorio,1521,28.9,50.4,595,25.1,58.9,0,0,ruim
2025-03-04 15:20:00,laboratorio,1487,35,75.8,490,25.7,53.3,0,1,ruim
2025-03-04 15:40:00,laboratorio,1453,41.5,75.7,551,25,69.1,1,0,ruim
2025-03-04 16:00:00,laboratorio,1497,27.7,53.4,483,25.4,61.3,0,0,moderada
2025-03-04 16:20:00,laboratorio,1470,41.1,78.5,523,25,69.5,1,0,ruim
2025-03-04 16:40:00,laboratorio,1453,41.5,72.9,544,24.3,68,1,0,ruim
2025-03-04 17:00:00,laboratorio,1501,27.3,56.2,555,25.7,57.4,0,0,moderada
2025-03-04 17:20:00,laboratorio,1476,29.4,54.2,540,25,60.8,0,1,ruim
2025-03-04 17:40:00,laboratorio,1518,32.6,61.8,604,24.9,54.9,0,0,ruim
2025-03-04 18:00:00,laboratorio,1475,28,45.7,605,25,54.4,0,1,ruim
2025-03-04 18:20:00,laboratorio,1537,31.6,65.1,493,25.2,61.9,0,0,ruim
2025-03-04 18:40:00,laboratorio,1499,30.3,63,483,24.9,58.5,0,1,ruim
2025-03-04 19:00:00,laboratorio,1498,15.7,24.9,373,23.2,58.6,0,0,moderada
2025-03-04 19:20:00,laboratorio,1481,16.2,28.7,400,23.1,60.1,0,0,moderada
2025-03-04 19:40:00,laboratorio,1462,21.3,43,279,23.5,57.3,0,0,moderada
2025-03-04 20:00:00,laboratorio,1470,18.3,40.3,437,24,56.4,0,0,moderada
2025-03-04 20:20:00,laboratorio,1469,13,26.2,353,22.8,60,0,0,moderada
2025-03-04 20:40:00,laboratorio,1463,23,39.4,389,23.1,59.2,0,0,moderada
2025-03-04 21:00:00,laboratorio,1419,21.2,45.4,419,22.2,55.4,0,0,moderada
2025-03-04 21:20:00,laboratorio,1391,18.8,40.4,360,22.8,60.1,0,0,moderada
2025-03-04 21:40:00,laboratorio,1374,19.9,36.8,429,23.5,62.7,0,0,boa
2025-03-04 22:00:00,laboratorio,1372,15.2,33.6,478,23.8,55.9,0,0,moderada
2025-03-04 22:20:00,laboratorio,1361,17.7,35.6,384,21.9,55.5,0,0,moderada
2025-03-04 22:40:00,laboratorio,1339,16.4,35.4,341,23.9,56.6,0,0,moderada
2025-03-04 23:00:00,laboratorio,1311,14.6,25,466,24.1,61.3,0,0,moderada
2025-03-04 23:20:00,laboratorio,1291,22.5,51.4,443,22.3,58.6,0,0,moderada
2025-03-04 23:40:00,laboratorio,1267,18.7,40.7,373,21.5,58.1,0,0,moderada
2025-03-05 00:00:00,laboratorio,1260,10.2,20.4,357,24,57.1,0,0,moderada
2025-03-05 00:20:00,laboratorio,1250,15.2,30.7,335,22.6,67.9,0,0,boa
2025-03-05 00:40:00,laboratorio,1245,14,25.5,289,22.7,57.9,0,0,moderada
2025-03-05 01:00:00,laboratorio,1244,10.7,18.2,331,22.6,58.9,0,0,boa
2025-03-05 01:20:00,laboratorio,1250,12.4,25.8,410,22.7,60.1,0,0,boa
2025-03-05 01:40:00,laboratorio,1231,17.7,39.8,558,24.3,59,0,0,moderada
2025-03-05 02:00:00,laboratorio,1225,20,34.5,358,23.4,58.6,0,0,boa
2025-03-05 02:20:00,laboratorio,1221,19.2,42,391,23.1,61.2,0,0,boa
2025-03-05 02:40:00,laboratorio,1171,14.5,24,466,23,61.2,0,0,boa
2025-03-05 03:00:00,laboratorio,1157,17.1,40.5,442,22.6,62.6,0,0,boa
2025-03-05 03:20:00,laboratorio,1147,17,23.2,300,22.4,52.8,0,0,boa
2025-03-05 03:40:00,laboratorio,1110,12.7,22.8,375,22.7,58.9,0,0,boa
2025-03-05 04:00:00,laboratorio,1079,20,35.7,401,22.7,55.7,0,0,boa
2025-03-05 04:20:00,laboratorio,1080,17.1,35.6,430,22.6,55.2,0,0,boa
2025-03-05 04:40:00,laboratorio,1072,16.9,29,441,24.1,61.6,0,0,moderada
2025-03-05 05:00:00,laboratorio,1026,19.7,40,485,22.4,57.1,0,0,boa
2025-03-05 05:20:00,laboratorio,1016,15.2,31,409,22.3,62.8,0,0,boa
2025-03-05 05:40:00,laboratorio,1016,18.2,32.9,392,24.3,60.3,0,0,boa
2025-03-05 06:00:00,laboratorio,1005,17.8,39.4,353,21.8,60.2,0,0,boa
2025-03-05 06:20:00,laboratorio,1014,19.1,23,421,24.2,57,0,0,boa
2025-03-05 06:40:00,laboratorio,1017,14.3,24,443,22.3,59.9,0,0,boa
2025-03-05 07:00:00,laboratorio,1012,18.1,37.5,359,24.2,61.4,0,0,boa
2025-03-05 07:20:00,laboratorio,1034,16.8,32.9,438,23.6,67.4,0,0,boa
2025-03-05 07:40:00,laboratorio,1021,15.8,31,343,22.8,64.4,0,0,boa
2025-03-05 08:00:00,laboratorio,1019,38.8,68,583,25.8,62.1,1,0,ruim
2025-03-05 08:20:00,laboratorio,1025,36.3,72.5,436,24.9,63,1,0,ruim
2025-03-05 08:40:00,laboratorio,1127,26.2,60.5,679,24.9,56.7,0,0,ruim
2025-03-05 09:00:00,laboratorio,1204,28.9,61.3,507,25.1,62,0,0,ruim
2025-03-05 09:20:00,laboratorio,1208,34.3,72.3,551,24.6,65.6,1,0,ruim
2025-03-05 09:40:00,laboratorio,1214,36.2,74.7,449,24.9,67.5,1,0,ruim
2025-03-05 10:00:00,laboratorio,1248,29.1,63.2,537,25.2,64.5,0,0,ruim
2025-03-05 10:20:00,laboratorio,1240,35,59.9,481,24.4,65.4,1,0,ruim
2025-03-05 10:40:00,laboratorio,1218,38.6,82.2,558,26.3,67.1,1,0,ruim
2025-03-05 11:00:00,laboratorio,1197,33.1,63.4,528,25.2,69.8,1,0,ruim
2025-03-05 11:20:00,laboratorio,1259,26.7,55.7,493,24.9,54.6,0,0,moderada
2025-03-05 11:40:00,laboratorio,1264,42,76,533,25,60.7,1,0,ruim
2025-03-05 12:00:00,laboratorio,1323,26.3,49.7,520,26.1,57.2,0,0,boa
2025-03-05 12:20:00,laboratorio,1381,29.8,53.7,697,23.4,59.5,0,0,ruim
2025-03-05 12:40:00,laboratorio,1422,26.7,50.2,530,25.1,56.6,0,0,moderada
2025-03-05 13:00:00,laboratorio,1401,18.9,27.6,372,23.3,59.1,0,0,ruim
2025-03-05 13:20:00,laboratorio,1389,12.9,24.8,392,24.1,58.9,0,0,moderada
2025-03-05 13:40:00,laboratorio,1383,19,32.6,460,22.6,56.5,0,0,moderada
2025-03-05 14:00:00,laboratorio,1442,24.9,50.4,612,25.2,57.4,0,0,moderada
2025-03-05 14:20:00,laboratorio,1485,32.8,62.5,582,25.1,64.9,0,0,ruim
2025-03-05 14:40:00,laboratorio,1529,26.8,46.7,574,25.1,56.8,0,0,moderada
2025-03-05 15:00:00,laboratorio,1490,33.4,54.9,622,24.4,61.3,0,1,ruim
2025-03-05 15:20:00,laboratorio,1455,32.8,60.4,479,24.3,71.2,1,0,ruim
2025-03-05 15:40:00,laboratorio,1525,24.7,42.7,491,24.8,61.7,0,0,moderada
2025-03-05 16:00:00,laboratorio,1410,34.2,70.8,565,25.3,63,1,1,ruim
2025-03-05 16:20:00,laboratorio,1471,29.4,60.8,415,24.5,64.2,0,0,ruim
2025-03-05 16:40:00,laboratorio,1536,27.1,61.6,439,26.8,61.6,0,0,moderada
2025-03-05 17:00:00,laboratorio,1520,28.3,57.4,541,25.6,57.1,0,1,ruim
2025-03-05 17:20:00,laboratorio,1508,23.1,48.1,638,25.7,56.4,0,1,ruim
2025-03-05 17:40:00,laboratorio,1467,30.4,55.8,568,25.5,59.3,0,1,ruim
2025-03-05 18:00:00,laboratorio,1506,28.4,58.8,515,25.2,64.5,0,0,moderada
2025-03-05 18:20:00,laboratorio,1493,30.6,68.5,558,26.2,58.8,0,1,ruim
2025-03-03 00:00:00,auditorio,403,11.5,27,40,23.3,57.1,0,0,boa
2025-03-03 00:20:00,auditorio,421,10,21.9,187,22.8,60.4,0,0,boa
2025-03-03 00:40:00,auditorio,429,10.2,19.6,208,22.9,58.8,0,0,boa
2025-03-03 01:00:00,auditorio,449,9.9,18,167,22.9,57.1,0,0,boa
2025-03-03 01:20:00,auditorio,464,10.7,20.9,125,23,63.3,0,0,boa
2025-03-03 01:40:00,auditorio,474,11.3,24.2,95,22.6,62.8,0,0,boa
2025-03-03 02:00:00,auditorio,487,11.2,17.9,81,23.1,56.5,0,0,boa
2025-03-03 02:20:00,auditorio,527,7.6,10.6,108,22.5,58.2,0,0,boa
2025-03-03 02:40:00,auditorio,519,18.2,34.1,119,23,58.7,0,0,boa
2025-03-03 03:00:00,auditorio,521,10.1,15.8,178,22.9,54.2,0,0,boa
2025-03-03 03:20:00,auditorio,502,9.1,17.3,88,23.5,58.7,0,0,boa
2025-03-03 03:40:00,auditorio,487,12.6,22.2,138,23.2,59,0,0,boa
2025-03-03 04:00:00,auditorio,498,6.3,13.3,72,23.2,62.9,0,0,boa
2025-03-03 04:20:00,auditorio,487,7.8,17.2,40,24.2,56.6,0,0,boa
2025-03-03 04:40:00,auditorio,490,9.9,21.2,101,23.1,58.3,0,0,boa
2025-03-03 05:00:00,auditorio,497,15.3,28,65,23.5,57.5,0,0,boa
2025-03-03 05:20:00,auditorio,509,6.7,7.8,110,22.4,60.1,0,0,boa
2025-03-03 05:40:00,auditorio,512,10.6,23.9,118,22.8,61.9,0,0,boa
2025-03-03 06:00:00,auditorio,536,9.2,15.2,158,23.4,62.4,0,0,boa
2025-03-03 06:20:00,auditorio,555,12.4,21,212,23.7,61.4,0,0,boa
2025-03-03 06:40:00,auditorio,541,10.3,19.2,169,23.1,58.8,0,0,boa
2025-03-03 07:00:00,auditorio,547,10,17.9,64,22,55.9,0,0,boa
2025-03-03 07:20:00,auditorio,563,12.6,27.3,89,22.7,63.3,0,0,boa
2025-03-03 07:40:00,auditorio,572,13.6,21.9,142,22.6,60.6,0,0,boa
2025-03-03 08:00:00,auditorio,641,19,39.2,277,24.6,57.8,0,0,boa
2025-03-03 08:20:00,auditorio,732,18.2,37.8,258,24.4,51.3,0,0,boa
2025-03-03 08:40:00,auditorio,794,27.8,55.2,272,25.6,70.1,1,0,moderada
2025-03-03 09:00:00,auditorio,861,27,56.9,318,25.5,61,1,0,moderada
2025-03-03 09:20:00,auditorio,954,19.3,31.5,215,25.8,63.7,0,0,boa
2025-03-03 09:40:00,auditorio,1045,18,41.9,345,25.2,58.5,0,0,boa
2025-03-03 10:00:00,auditorio,1138,23.5,51.1,304,26.6,53.1,0,0,boa
2025-03-03 10:20:00,auditorio,1246,20.8,37.1,298,25.9,62.1,0,0,boa
2025-03-03 10:40:00,auditorio,1262,32.4,55.1,178,24.8,67.9,1,0,ruim
2025-03-03 11:00:00,auditorio,1340,16.8,29.6,283,25.4,61.6,0,0,boa
2025-03-03 11:20:00,auditorio,1420,13.2,30.5,225,24.8,59.2,0,0,moderada
2025-03-03 11:40:00,auditorio,1445,27.6,48.9,348,24.9,66.2,1,0,moderada
2025-03-03 12:00:00,auditorio,1521,17.2,38.3,195,25.5,58.2,0,0,moderada
2025-03-03 12:20:00,auditorio,1453,24.1,42.2,253,25.5,68.5,1,1,moderada
2025-03-03 12:40:00,auditorio,1472,26.4,56.6,362,26.1,63.9,1,0,moderada
2025-03-03 13:00:00,auditorio,1428,5.7,7.2,235,22.5,60.9,0,0,boa
2025-03-03 13:20:00,auditorio,1439,14.8,23.5,205,23.7,60,0,0,moderada
2025-03-03 13:40:00,auditorio,1431,8.9,12,106,21.5,56.6,0,0,moderada
2025-03-03 14:00:00,auditorio,1530,20.6,36.6,217,24.7,59.7,0,0,moderada
2025-03-03 14:20:00,auditorio,1506,17.8,30.9,182,26.5,60.5,0,1,moderada
2025-03-03 14:40:00,auditorio,1431,29,51.7,285,26.3,66.1,1,1,moderada
2025-03-03 15:00:00,auditorio,1434,31.3,76.6,231,26.8,65.2,1,0,ruim
2025-03-03 15:20:00,auditorio,1501,22.4,35.8,292,25.9,64.3,0,0,moderada
2025-03-03 15:40:00,auditorio,1495,17.2,29.6,295,24.5,63.9,0,1,moderada
2025-03-03 16:00:00,auditorio,1567,19.3,38.6,270,24.1,60.6,0,0,ruim
2025-03-03 16:20:00,auditorio,1566,20.7,46.3,240,23.8,60,0,1,ruim
2025-03-03 16:40:00,auditorio,1545,17.8,25.3,244,25.4,58.8,0,1,ruim
2025-03-03 17:00:00,auditorio,1527,22.9,45.5,260,25.8,60.2,0,1,moderada
2025-03-03 17:20:00,auditorio,1445,28,63.6,307,25.1,66.6,1,1,ruim
2025-03-03 17:40:00,auditorio,1513,20.7,46.2,219,25.6,60.1,0,0,moderada
2025-03-03 18:00:00,auditorio,1424,35.5,73.6,347,24.6,66.4,1,1,ruim
2025-03-03 18:20:00,auditorio,1418,26.9,47.1,221,25.4,70,1,0,ruim
2025-03-03 18:40:00,auditorio,1492,19.9,38.4,319,24.4,61.4,0,0,moderada
2025-03-03 19:00:00,auditorio,1483,9.6,25.6,70,23.8,66.4,0,0,moderada
2025-03-03 19:20:00,auditorio,1450,6.8,8.4,82,24.3,55,0,0,ruim
2025-03-03 19:40:00,auditorio,1441,8.9,17.3,134,23.8,60.7,0,0,moderada
2025-03-03 20:00:00,auditorio,1428,11,19.3,181,23.1,54,0,0,moderada
2025-03-03 20:20:00,auditorio,1420,13,25.7,78,23.3,53.5,0,0,moderada
2025-03-03 20:40:00,auditorio,1412,7.1,13,64,22.6,58.8,0,0,moderada
2025-03-03 21:00:00,auditorio,1378,12.6,28.1,83,23.1,57.3,0,0,moderada
2025-03-03 21:20:00,auditorio,1350,13.8,27,221,23.5,60.6,0,0,moderada
2025-03-03 21:40:00,auditorio,1339,9.5,17.4,205,22.3,58,0,0,moderada
2025-03-03 22:00:00,auditorio,1318,2,4.6,65,22.7,57.1,0,0,moderada
2025-03-03 22:20:00,auditorio,1318,3.4,3,176,21.6,62.7,0,0,moderada
2025-03-03 22:40:00,auditorio,1283,13.4,30.9,151,23.1,55.9,0,0,boa
2025-03-03 23:00:00,auditorio,1263,8.8,17.5,105,23.7,56.6,0,0,boa
2025-03-03 23:20:00,auditorio,1224,7.6,13.1,72,24.1,56.2,0,0,moderada
2025-03-03 23:40:00,auditorio,1227,14.6,32.3,40,23,60.8,0,0,boa
2025-03-04 00:00:00,auditorio,1207,14.6,25.8,287,21,53.9,0,0,boa
2025-03-04 00:20:00,auditorio,1198,12.6,25.2,117,23.3,58.8,0,0,moderada
2025-03-04 00:40:00,auditorio,1189,12.8,23.6,109,22.8,57.4,0,0,boa
2025-03-04 01:00:00,auditorio,1170,5.1,10.4,223,23.1,57.3,0,0,boa
2025-03-04 01:20:00,auditorio,1162,9.3,23.2,109,22.9,56.3,0,0,boa
2025-03-04 01:40:00,auditorio,1160,8.7,21.1,40,23.7,59.8,0,0,boa
2025-03-04 02:00:00,auditorio,1150,15.4,29.3,107,22.9,61.7,0,0,boa
2025-03-04 02:20:00,auditorio,1149,12.2,20.7,184,22.5,57.9,0,0,boa
2025-03-04 02:40:00,auditorio,1136,7.3,16.3,40,24,55,0,0,boa
2025-03-04 03:00:00,auditorio,1137,7.1,14.4,200,22.3,58.1,0,0,boa
2025-03-04 03:20:00,auditorio,1109,6.2,11.8,134,22.6,56.9,0,0,boa
2025-03-04 03:40:00,auditorio,1116,16.9,28.7,44,22.5,57.7,0,0,boa
2025-03-04 04:00:00,auditorio,1113,10.8,14.7,137,22.8,57.5,0,0,boa
2025-03-04 04:20:00,auditorio,1090,15.1,32.3,208,22.4,54.9,0,0,boa
2025-03-04 04:40:00,auditorio,1094,10.9,23.6,60,23.6,58.5,0,0,boa
2025-03-04 05:00:00,auditorio,1082,13.8,20.6,236,22.6,62,0,0,boa
2025-03-04 05:20:00,auditorio,1076,13.3,29.6,111,22.7,60,0,0,boa
2025-03-04 05:40:00,auditorio,1066,5,12.6,150,24,60.6,0,0,boa
2025-03-04 06:00:00,auditorio,1038,12.9,26.6,65,23.5,63,0,0,boa
2025-03-04 06:20:00,auditorio,1037,18.6,36.8,185,22.8,61.3,0,0,boa
2025-03-04 06:40:00,auditorio,1040,5.3,7.1,94,23.4,57.4,0,0,boa
2025-03-04 07:00:00,auditorio,1047,9,21.3,57,22.7,56.6,0,0,boa
2025-03-04 07:20:00,auditorio,1025,13.2,29.1,121,21.5,65.9,0,0,boa
2025-03-04 07:40:00,auditorio,1014,7.2,13,67,23.6,58.9,0,0,boa
2025-03-04 08:00:00,auditorio,1033,26,51.8,283,25.6,66,1,0,moderada
2025-03-04 08:20:00,auditorio,1111,25.3,52.3,240,24.9,59.2,0,0,moderada
2025-03-04 08:40:00,auditorio,1117,27.6,50.1,222,25.1,66,1,0,moderada
2025-03-04 09:00:00,auditorio,1160,28.4,59.6,206,23.4,64.9,1,0,moderada
2025-03-04 09:20:00,auditorio,1256,23.4,51,274,25.7,57.8,0,0,moderada
2025-03-04 09:40:00,auditorio,1243,30.4,52.5,267,25.7,64.6,1,0,moderada
2025-03-04 10:00:00,auditorio,1261,27.9,50.9,180,26,64.6,1,0,moderada
2025-03-04 10:20:00,auditorio,1351,23.1,40.1,157,25.5,56.1,0,0,moderada
2025-03-04 10:40:00,auditorio,1430,18.8,39.6,334,24.8,56,0,0,moderada
2025-03-04 11:00:00,auditorio,1423,30.8,63.8,227,25.4,66.1,1,0,ruim
2025-03-04 11:20:00,auditorio,1414,35.9,66.8,358,24.8,68,1,0,ruim
2025-03-04 11:40:00,auditorio,1405,30.4,60.9,271,24.3,66.4,1,0,ruim
2025-03-04 12:00:00,auditorio,1394,33.1,71.8,313,26.5,67.4,1,0,ruim
2025-03-04 12:20:00,auditorio,1378,26.1,59.4,308,25.5,62.2,1,0,moderada
2025-03-04 12:40:00,auditorio,1468,18.6,39.3,247,25.8,60.4,0,0,moderada
2025-03-04 13:00:00,auditorio,1464,7.4,18.3,87,22.1,60.2,0,0,moderada
2025-03-04 13:20:00,auditorio,1470,12.2,25.4,97,23.2,59.9,0,0,moderada
2025-03-04 13:40:00,auditorio,1446,14.1,24.4,103,23.1,57.5,0,0,moderada
2025-03-04 14:00:00,auditorio,1468,29.5,51.1,257,25.4,67.2,1,0,moderada
2025-03-04 14:20:00,auditorio,1539,25.6,45.2,310,25.6,58.7,0,0,moderada
2025-03-04 14:40:00,auditorio,1535,17.4,33.6,278,23.5,60.9,0,1,moderada
2025-03-04 15:00:00,auditorio,1420,30.7,56.4,297,25.4,68.1,1,1,ruim
2025-03-04 15:20:00,auditorio,1481,26.3,48.5,305,24.9,57.9,0,0,moderada
2025-03-04 15:40:00,auditorio,1566,15,31.3,300,26.1,62.6,0,0,moderada
2025-03-04 16:00:00,auditorio,1538,21.3,46.1,248,25.3,61.5,0,1,moderada
2025-03-04 16:20:00,auditorio,1471,31.2,66.8,421,24.2,70.9,1,1,ruim
2025-03-04 16:40:00,auditorio,1457,22.6,50.2,252,25.2,67.3,1,0,moderada
2025-03-04 17:00:00,auditorio,1518,12.2,25.6,318,25.8,55.8,0,0,moderada
2025-03-04 17:20:00,auditorio,1440,27.2,57.5,329,26.1,59.8,1,1,moderada
2025-03-04 17:40:00,auditorio,1533,22.6,34.2,271,23.6,58.3,0,0,moderada
2025-03-04 18:00:00,auditorio,1535,19.3,40.1,325,25.4,61.1,0,1,moderada
2025-03-04 18:20:00,auditorio,1468,31.7,60.4,227,25.5,66.4,1,1,ruim
2025-03-04 18:40:00,auditorio,1537,19.1,33.1,306,24.4,62,0,0,ruim
2025-03-04 19:00:00,auditorio,1512,13.4,22.9,196,23.5,61.4,0,0,moderada
2025-03-04 19:20:00,auditorio,1502,13.8,24.8,177,22.1,55.4,0,0,moderada
2025-03-04 19:40:00,auditorio,1465,15.4,27.3,130,23.8,60.2,0,0,moderada
2025-03-04 20:00:00,auditorio,1458,15.5,32.6,59,23.5,57.3,0,0,moderada
2025-03-04 20:20:00,auditorio,1433,14.7,26.2,40,22.7,58.2,0,0,moderada
2025-03-04 20:40:00,auditorio,1413,8.7,15.3,164,23.9,55.7,0,0,moderada
2025-03-04 21:00:00,auditorio,1387,4.7,9.6,107,21.6,56.6,0,0,moderada
2025-03-04 21:20:00,auditorio,1386,7.7,12.4,122,22.5,59.6,0,0,moderada
2025-03-04 21:40:00,auditorio,1339,6.3,8.5,228,23.8,64.8,0,0,moderada
2025-03-04 22:00:00,auditorio,1351,7.7,17.2,129,22.9,57.8,0,0,boa
2025-03-04 22:20:00,auditorio,1338,12.4,24.4,119,23.8,63.5,0,0,moderada
2025-03-04 22:40:00,auditorio,1312,5.1,17.5,178,23.9,57.7,0,0,boa
2025-03-04 23:00:00,auditorio,1290,12.2,22.3,130,22.8,57.5,0,0,boa
2025-03-04 23:20:00,auditorio,1267,14.9,31.2,157,22.4,57.3,0,0,moderada
2025-03-04 23:40:00,auditorio,1221,11.2,17.5,64,21.9,60.2,0,0,boa
2025-03-05 00:00:00,auditorio,1208,8.3,16.1,183,22.5,55.9,0,0,boa
2025-03-05 00:20:00,auditorio,1220,13.1,26.4,169,22.8,55.6,0,0,boa
2025-03-05 00:40:00,auditorio,1181,11.9,26.3,50,22.5,57.2,0,0,boa
2025-03-05 01:00:00,auditorio,1187,7.9,13.9,244,22.5,62.2,0,0,boa
2025-03-05 01:20:00,auditorio,1182,19.6,28.6,138,22.8,58.8,0,0,boa
2025-03-05 01:40:00,auditorio,1162,21.7,46.7,169,21.7,56.9,0,0,moderada
2025-03-05 02:00:00,auditorio,1139,10,19.7,131,22.9,60.9,0,0,boa
2025-03-05 02:20:00,auditorio,1147,7.2,10.6,108,21.7,60.2,0,0,boa
2025-03-05 02:40:00,auditorio,1116,8.8,18.1,161,22.3,61.1,0,0,boa
2025-03-05 03:00:00,auditorio,1103,8.5,19.6,40,23.1,57.4,0,0,boa
2025-03-05 03:20:00,auditorio,1089,13.6,28.9,106,22.5,56.2,0,0,boa
2025-03-05 03:40:00,auditorio,1079,10.6,25.1,121,24.6,60,0,0,boa
2025-03-05 04:00:00,auditorio,1077,8.6,22.8,194,22.8,56.3,0,0,boa
2025-03-05 04:20:00,auditorio,1075,8.9,14.3,170,22.2,57.3,0,0,boa
2025-03-05 04:40:00,auditorio,1083,14.9,29.4,86,21.9,58.9,0,0,boa
2025-03-05 05:00:00,auditorio,1074,2,3,90,23.1,56.1,0,0,boa
2025-03-05 05:20:00,auditorio,1033,11.1,27.3,164,23.4,55.8,0,0,boa
2025-03-05 05:40:00,auditorio,1026,10.7,21.4,178,22.5,55.6,0,0,boa
2025-03-05 06:00:00,auditorio,1036,12.4,19.1,186,22.5,58.2,0,0,boa
2025-03-05 06:20:00,auditorio,1023,14.1,27.9,68,24.2,62,0,0,boa
2025-03-05 06:40:00,auditorio,1008,13.2,22.2,53,22.3,58.1,0,0,boa
2025-03-05 07:00:00,auditorio,1008,15.7,30.9,115,22.8,62.3,0,0,boa
2025-03-05 07:20:00,auditorio,997,9.5,18.7,125,23.4,54.2,0,0,boa
2025-03-05 07:40:00,auditorio,1012,16.3,33.6,157,23.8,56.8,0,0,boa
2025-03-05 08:00:00,auditorio,1092,18.5,42.8,263,25.4,59.8,0,0,boa
2025-03-05 08:20:00,auditorio,1154,22,41.8,207,26.1,60.8,0,0,moderada
2025-03-05 08:40:00,auditorio,1177,29.4,48.5,367,26.5,64.8,1,0,ruim
2025-03-05 09:00:00,auditorio,1218,35.2,68.9,288,26,67.8,1,0,ruim
2025-03-05 09:20:00,auditorio,1304,21,41.9,301,23.9,56.4,0,0,boa
2025-03-05 09:40:00,auditorio,1397,20,36.2,315,25.6,61.6,0,0,ruim
2025-03-05 10:00:00,auditorio,1459,21.3,40.6,247,25.3,61.7,0,0,moderada
2025-03-05 10:20:00,auditorio,1521,15.5,28.3,303,24,51.6,0,0,moderada
2025-03-05 10:40:00,auditorio,1511,16.3,32.4,316,25.4,59.9,0,1,moderada
2025-03-05 11:00:00,auditorio,1477,16.4,31.5,268,25.2,61.9,0,1,moderada
2025-03-05 11:20:00,auditorio,1558,23.3,42,256,23.9,56.2,0,0,moderada
2025-03-05 11:40:00,auditorio,1558,18.4,34.2,375,25.6,52.3,0,1,moderada
2025-03-05 12:00:00,auditorio,1546,13.7,28.3,170,25.7,57.5,0,1,moderada
2025-03-05 12:20:00,auditorio,1527,18.6,35.6,204,25.1,59.9,0,1,moderada
2025-03-05 12:40:00,auditorio,1460,29.7,58.7,325,25.3,61.5,1,1,ruim
2025-03-05 13:00:00,auditorio,1421,6.8,10.3,110,23.5,58.5,0,0,moderada
2025-03-05 13:20:00,auditorio,1411,7.9,13.5,141,24.4,61.4,0,0,moderada
2025-03-05 13:40:00,auditorio,1395,8.3,18.7,96,23.8,60.7,0,0,moderada
2025-03-05 14:00:00,auditorio,1465,26.5,50.7,286,24.5,57.9,0,0,ruim
2025-03-05 14:20:00,auditorio,1482,29.8,57.1,229,24.9,62.2,1,0,ruim
2025-03-05 14:40:00,auditorio,1541,25.9,50.4,257,25.7,62.8,0,0,moderada
2025-03-05 15:00:00,auditorio,1536,21.7,39.2,274,25,59.8,0,1,moderada
2025-03-05 15:20:00,auditorio,1432,30.5,54.7,340,25.2,71.8,1,1,ruim
2025-03-05 15:40:00,auditorio,1521,17.3,33.6,185,25.9,60.2,0,0,moderada
2025-03-05 16:00:00,auditorio,1529,17.3,30.1,263,23.4,52.7,0,1,moderada
2025-03-05 16:20:00,auditorio,1443,30.8,70.4,343,24.6,68.1,1,1,ruim
2025-03-05 16:40:00,auditorio,1441,28.9,51.6,246,25.8,66.7,1,0,moderada
2025-03-05 17:00:00,auditorio,1522,26.1,44.2,296,26.4,56.7,0,0,moderada
2025-03-05 17:20:00,auditorio,1535,23.3,57.9,306,25.4,64.3,0,1,moderada
2025-03-05 17:40:00,auditorio,1451,34.5,63.5,236,24.9,66.4,1,1,ruim
2025-03-05 18:00:00,auditorio,1528,19.6,39.4,213,24.8,55.9,0,0,moderada
