id_janela,distancia_media_cm,distancia_min_cm,distancia_max_cm,desvio_padrao_cm,variacao_cm_por_s,leituras_validas,eco_perdido_pct,situacao
420,171.23,166.45,177.51,2.023,-0.45,19,6.2,livre
421,46.9,44.76,51.67,1.08,0.63,20,2.4,objeto_parado
422,116.89,97.7,135.26,8.853,-8.16,20,3.4,aproximando
423,57.3,36.77,74.49,8.858,13.97,17,17.8,afastando
424,74.03,61.87,88.26,5.784,-18.57,18,12.8,aproximando
425,62.12,38.24,85.71,11.425,-26.08,18,10.1,aproximando
426,97.11,77.48,116.94,9.363,-22.84,17,17.1,aproximando
427,79.12,61.5,95.28,7.374,-24.07,20,1.2,aproximando
428,115.95,105.6,126.1,4.461,17.06,20,2.7,afastando
429,173.99,167.87,181.37,2.212,-0.2,20,0.6,livre
430,181.54,177.84,184.69,0.764,0.59,17,19.7,livre
431,129.23,121.16,137.51,3.148,5.4,20,1.7,afastando
432,25.52,23.18,27.62,0.281,-0.44,20,2.1,objeto_parado
433,74.66,69.75,78.3,1.317,-2.59,19,5.3,objeto_parado
434,97.54,93.81,101.14,1.404,0.76,20,1.5,objeto_parado
435,91.8,69.61,115.57,11.428,18.83,20,1.2,afastando
436,123.33,100.82,146.18,10.964,-14.23,20,2.8,aproximando
437,65.45,58.75,73.51,3.199,1.84,17,16.7,afastando
438,43.58,23.15,65.31,9.941,-19.84,19,6.7,aproximando
439,117.57,95.03,140,11.077,19.34,20,2.7,afastando
440,28.55,24.03,31.46,1.293,0.43,20,0.3,objeto_parado
441,105.36,74.75,136.03,15.376,-22.67,20,1.1,aproximando
442,173.01,166.82,178.35,1.963,0.83,19,6.3,livre
443,42.68,37.01,47.74,2.107,-3.71,19,5.6,aproximando
444,85,60.75,107.66,11.447,21.47,19,6.4,afastando
445,106.63,100.7,112.78,2.385,3.83,18,13.5,afastando
446,34.49,33.85,36.88,0.155,-0.24,19,5.7,objeto_parado
447,197.54,194.39,201.3,0.284,0.25,19,7.3,livre
448,37.68,34.44,41.5,1,-1.2,20,2.9,objeto_parado
449,108.53,92.96,122.59,7.13,14.49,19,6.7,afastando
450,91.68,73.09,110.89,8.07,-19.98,20,2,aproximando
451,42.78,17.29,68.52,12.745,13.93,19,5.4,afastando
452,47.84,33.3,62.29,7.164,-24.17,20,1.3,aproximando
453,73.63,47.9,101.56,13.434,22.55,18,12.4,afastando
454,175.64,171.64,181.62,1.666,-2.23,19,5.6,livre
455,109.28,86.37,133.39,11.142,-19.05,18,10.3,aproximando
456,91.08,80.56,99.06,4.085,-4.2,19,5.8,aproximando
457,42.19,38.75,46.07,1.293,0.56,20,2.6,objeto_parado
458,202.28,197.07,207.02,2.063,1.93,19,6.4,livre
459,151.81,146.04,157.57,2.022,-1.81,18,13.1,livre
460,78.29,53.04,104.86,12.679,26.91,17,16.6,afastando
461,102,87.57,116.88,7.562,26.82,20,0.9,afastando
462,57.26,53.52,62.3,1.419,0.15,18,11.3,objeto_parado
463,106.27,89.59,122.41,7.201,15.79,20,0.8,afastando
464,59.01,51.46,67.51,3.959,3.44,19,7.2,afastando
465,101.08,72.44,128.69,14.287,12.8,19,7.2,afastando
466,91.52,70.63,112.76,9.978,11.26,20,1.8,afastando
467,74.15,56.94,91.07,7.569,25.68,20,3,afastando
468,106.01,88,124.13,8.814,17.08,19,6.1,afastando
469,55.56,53.05,56.54,0.366,0.86,20,2.1,objeto_parado
470,83.8,67.07,100.61,8.34,19.02,17,17,afastando
471,40.2,36.9,43.81,1.306,-0.08,19,6.3,objeto_parado
472,95.97,83.82,106.72,4.965,-2.25,20,0.5,aproximando
473,89.07,70.05,106.63,8.979,14.16,16,21.2,afastando
474,71.31,67.43,75.56,1.479,-0.68,19,5.9,objeto_parado
475,167.39,164.58,169.43,0.452,0.69,17,15.2,livre
476,60.05,56.65,62.49,0.188,-0.86,19,5.7,objeto_parado
477,69.74,48.39,89.16,10.202,-32.88,17,17,aproximando
478,56.48,37.47,76.18,9.848,-15.79,19,6.2,aproximando
479,58.62,56.49,60.93,1.084,-1.83,17,15.4,objeto_parado
480,85.19,82.18,87.83,1.046,-1.59,18,13.3,objeto_parado
481,115.43,88.63,138.42,12.038,19.54,17,17.3,afastando
482,181.03,177.81,184.62,1.368,0.93,20,2.8,livre
483,174.46,169.77,177.61,1.113,0.29,18,11.4,livre
484,108.07,90.88,125.53,8.502,24.31,18,11,afastando
485,172.99,168.38,178.45,1.432,1.49,18,10.7,livre
486,74.33,71.43,79.02,1.059,1.29,19,7,objeto_parado
487,138.24,134.88,142.81,1.674,6.66,20,2.6,afastando
488,176.09,172.16,179.82,1.265,-0.8,19,7,livre
489,179.85,172.2,187.16,2.377,0.47,19,7,livre
490,60.49,56.77,63.56,0.759,0.11,19,7.4,objeto_parado
491,48.68,24.41,75.88,12.733,-15.04,18,10.9,aproximando
492,103.4,94.89,112.34,3.136,4.19,20,2.6,afastando
493,54.44,52.07,58.15,0.686,-0.44,18,11.5,objeto_parado
494,174.96,171.34,178.55,1.262,2.09,20,1.2,livre
495,78.74,75.28,81.48,1.372,-2.59,18,13.7,aproximando
496,95.2,76.31,114.26,9.744,-29.83,20,0.7,aproximando
497,167.36,160.75,174.06,2.318,-0.18,20,0.1,livre
498,86.84,68.18,107.58,9.771,20.1,16,20.2,afastando
499,138.35,121.78,155.49,8.658,-13.49,20,1.8,aproximando
500,74.82,56.33,93.53,8.497,10.5,20,3.6,afastando
501,89.65,84.74,95.72,2.086,2.13,19,5.3,afastando
502,17.24,13.89,20.83,0.775,-0.05,17,16.9,objeto_parado
503,164.54,159.76,171.16,2.472,-1.15,18,10.9,livre
504,54.4,52.7,57.38,0.441,-0.82,17,17.7,objeto_parado
505,62.67,59.56,65.98,0.712,1.72,16,23.1,objeto_parado
506,30.1,25.47,34.71,1.335,0.56,20,1.7,objeto_parado
507,33.99,32.68,36.57,0.1,0.04,18,11.2,objeto_parado
508,68.8,64.37,74.16,2.025,0.22,19,5.7,objeto_parado
509,32.27,28.82,35.89,1.489,0.76,18,12.3,objeto_parado
510,178.09,170.47,185.69,2.534,0.76,19,8.4,livre
511,51.8,34.1,66.81,7.881,-17.18,18,11.8,aproximando
512,28.92,23.38,33.36,1.519,0.28,17,15.5,objeto_parado
513,52.6,48.95,57.19,1.892,0.58,19,6.8,objeto_parado
514,60.05,43.87,75.68,7.944,-20.68,18,12.1,aproximando
515,39.48,36.99,42.31,0.652,0.39,19,6.2,objeto_parado
516,202.43,196.69,208.36,2.083,-0.02,19,8.7,livre
517,63.74,55.52,71.78,2.853,-4.64,20,0.9,aproximando
518,54.26,49.12,59.8,1.968,-0.39,17,16.3,objeto_parado
519,68.8,51.47,89.22,8.905,-21.42,20,1.8,aproximando
520,57.67,54.26,61.43,1.172,0.34,20,2,objeto_parado
521,77.31,68.71,84.9,3.337,5.56,19,6.3,afastando
522,48.18,42.41,55.15,1.785,1.18,20,2.1,afastando
523,162.46,156.71,167.1,2.133,0.56,20,0.9,livre
524,58.34,54.39,62.53,0.972,-0.33,20,0.1,objeto_parado
525,57.34,50.53,64.5,3.513,-4.76,18,10.8,aproximando
526,71.1,64.54,76.55,2.195,-3.75,19,7.1,aproximando
527,73.45,60.63,86.73,6.009,-18.79,19,5.5,aproximando
528,158.93,154.03,163.79,1.787,0.41,17,16.4,livre
529,79.83,70.48,89.42,4.245,-7.26,19,6.6,aproximando
530,195.21,192.54,198.41,0.785,-0.63,20,3.2,livre
531,193.91,188.69,198.45,2.004,-0.3,16,22.7,livre
532,192.21,187.4,196.81,2.111,1.38,18,12.1,livre
533,69.01,64.36,73.45,2.244,4.47,19,6,afastando
534,184.46,178.42,190.17,2.333,0.81,20,2,livre
535,86.94,68.3,103.5,8.713,20.38,20,2.7,afastando
536,46.25,44.63,49.69,0.681,-0.28,18,12.4,objeto_parado
537,36.46,34.18,39.83,0.746,0.14,19,6.2,objeto_parado
538,118.92,95.24,139.65,10.368,-21.84,20,0.8,aproximando
539,97.7,91.02,106.46,2.892,5.24,19,8.1,afastando
540,190.89,187.22,193.97,1.019,-0.34,19,7.7,livre
541,42.61,37.51,45.87,1.506,0.39,17,15.2,objeto_parado
542,93.6,75.05,114.79,9.3,-26.94,19,5.4,aproximando
543,39.82,22.05,60.24,9.316,-17.27,19,5.5,aproximando
544,81.06,63.78,99.48,8.418,-25.32,20,1.3,aproximando
545,180.64,177.37,184.74,1.312,-0.39,19,5.3,livre
546,27.11,24.41,29.78,0.731,-2.09,19,6.9,objeto_parado
547,195.08,188.72,200.95,2.916,0.51,19,5.2,livre
548,171.6,169.99,175.64,0.831,0.37,17,17.3,livre
549,140.75,129.37,152.88,5.227,6.41,20,1.2,afastando
550,59.98,57.43,61.62,0.527,0.27,18,11.7,objeto_parado
551,198.08,194.33,202.17,1.926,0.38,20,0.4,livre
552,113.38,93.29,134.76,9.986,14.03,18,12.6,afastando
553,57.97,44.29,74.14,6.398,21.08,18,10.7,afastando
554,56.15,52.54,59.7,1.106,-1.91,17,19.1,objeto_parado
555,66.04,45.06,87.06,10.625,-27.23,17,15.7,aproximando
556,28.7,22.94,32.11,1.462,-0.03,20,0.7,objeto_parado
557,102.59,91.72,112.97,4.869,3.47,18,12.5,afastando
558,69.02,55.08,83,6.562,17.99,20,0.7,afastando
559,50.64,23.81,76.89,13.373,-10.72,19,5.8,aproximando
560,73.86,47.77,101.26,13.442,-10.62,20,1.3,aproximando
561,34.21,15.9,50.53,7.827,12.89,19,7.2,afastando
562,38.86,31.08,46.88,3.288,-4.96,18,10.4,aproximando
563,44.39,39.92,49.06,1.725,0.36,16,20.4,objeto_parado
564,119.29,105.43,132.02,5.999,15.32,19,5.2,afastando
565,110.27,94.52,125.8,6.876,11.79,17,16.8,afastando
566,201.83,196.73,208.14,2.547,-0.35,17,15.1,livre
567,205.16,199.7,211.56,1.716,0.68,18,10.8,livre
568,34.74,30.76,39.87,0.684,-0.52,17,15.8,objeto_parado
569,27.31,24.89,29.87,0.459,-0.88,17,16.2,objeto_parado
570,35.13,23.91,45.52,5.033,-18,20,2,aproximando
571,93.91,80.88,108.41,6.552,-35.84,20,0.2,aproximando
572,110.69,95.37,126.75,7.642,25.28,17,18.1,afastando
573,55.02,46.82,64.04,3.41,24.89,20,2.1,afastando
574,86,63.08,107.95,10.497,20.45,18,14.6,afastando
575,117.76,100.93,136.44,8.489,18.72,18,10,afastando
576,8,2.86,12.91,1.701,0.44,16,24.1,objeto_parado
577,132.84,113.89,152.04,8.869,-21.98,20,3,aproximando
578,190.01,185.1,194.43,1.88,0.93,20,1.3,livre
579,96.89,87.37,106.87,4.206,2.72,17,17,afastando
580,91.22,82.04,100.29,3.885,24.9,19,6,afastando
581,203.79,197.54,210.23,3.129,-1.51,20,1.7,livre
582,88.15,66.98,108.22,9.857,18.12,16,21.3,afastando
583,157.99,153.17,164.82,2.196,-0.2,20,2.4,livre
584,70.45,65.99,73.35,1.154,0.19,17,18.1,objeto_parado
585,45.15,42.05,48.71,0.719,-1,20,1.3,objeto_parado
586,14.83,2,30.7,7.468,-25.9,20,1.1,aproximando
587,153,149.3,156.98,1.835,0.1,19,7.7,livre
588,62.9,54.07,70.71,3.98,-5.17,20,0,aproximando
589,60.63,44.35,75.57,7.692,13.28,18,11.8,afastando
590,161.43,155.35,165.81,2.02,0.26,19,6.5,livre
591,181.58,175.58,186.62,2.131,-1.26,20,2.1,livre
592,76.59,72.64,79.95,1.215,7.74,19,6.3,afastando
593,163.14,157.79,166.64,1.464,-0.01,18,12,livre
594,188.35,183.14,193.2,1.965,0.66,20,2.2,livre
595,47.25,29.61,65.46,8.94,-21.95,19,6.2,aproximando
596,78.13,54.31,102.58,12.168,23.7,19,5.8,afastando
597,111.15,89.89,134.22,11.084,9.33,20,0.2,afastando
598,57.42,37.68,78.19,9.403,-24.41,18,10.2,aproximando
599,79.71,77.26,82.11,0.705,0.76,17,18.7,objeto_parado
600,156.49,152.93,160.68,1.184,-1.25,20,0.8,livre
