timestamp,id_motor,rotacao_rpm,vibracao_rms_mm_s,vibracao_pico_mm_s,corrente_a,tensao_v,temperatura_mancal_c,horas_operacao,falha_em_24h
2025-03-03 16:10:00,M-03,1772,1.252,4.2,11.78,384.3,53.2,4911,0
2025-03-03 17:10:00,M-03,1762,1.272,3.729,11.61,376,53.9,4912,0
2025-03-03 18:10:00,M-03,1761,1.406,3.99,11.26,373.8,48.6,4913,0
2025-03-03 19:10:00,M-03,1765,1.283,3.459,11.44,380.9,52,4914,0
2025-03-03 20:10:00,M-03,1770,1.351,3.436,11.41,381.9,51.7,4915,0
2025-03-03 21:10:00,M-03,1763,1.315,4.083,11.69,374.5,52.7,4916,0
2025-03-03 22:10:00,M-03,1762,1.537,4.382,11.5,383.8,50.4,4917,0
2025-03-03 23:10:00,M-03,1754,1.196,4.908,11.36,383.1,52.2,4918,0
2025-03-04 00:10:00,M-03,1764,1.159,3.486,11.69,377.2,51.6,4919,0
2025-03-04 01:10:00,M-03,1761,1.464,4.18,11.18,383.2,52.5,4920,0
2025-03-04 02:10:00,M-03,1763,1.415,4.27,11.15,376.6,50.4,4921,0
2025-03-04 03:10:00,M-03,1759,1.043,2.757,11.47,375.4,52.2,4922,0
2025-03-04 04:10:00,M-03,1753,1.408,3.547,11.4,377.2,49.4,4923,0
2025-03-04 05:10:00,M-03,1762,1.415,5.156,11.67,383.5,54.2,4924,0
2025-03-04 06:10:00,M-03,1752,1.399,3.559,11.32,376.2,52.3,4925,0
2025-03-04 07:10:00,M-03,1763,1.026,2.266,11.54,377.9,50.6,4926,0
2025-03-04 08:10:00,M-03,1763,1.451,4.842,11.25,377.8,52.5,4927,0
2025-03-04 09:10:00,M-03,1754,1.227,3.807,11.3,377.7,51.6,4928,0
2025-03-04 10:10:00,M-03,1756,1.45,3.832,11.04,375.1,49.9,4929,0
2025-03-04 11:10:00,M-03,1758,1.375,3.855,11.45,383.6,51.9,4930,0
2025-03-04 12:10:00,M-03,1761,1.261,3.769,11.41,381.8,50.8,4931,0
2025-03-04 13:10:00,M-03,1755,1.278,4.336,11.49,378.6,52.4,4932,0
2025-03-04 14:10:00,M-03,1758,1.121,3.321,11.63,378.4,53.7,4933,0
2025-03-04 15:10:00,M-03,1754,1.242,4.009,11.21,379.6,54.3,4934,0
2025-03-04 16:10:00,M-03,1764,1.13,4.046,11.18,384.1,54,4935,0
2025-03-04 17:10:00,M-03,1751,1.322,3.224,11.39,380.1,51.2,4936,0
2025-03-04 18:10:00,M-03,1747,1.303,3.334,11.16,381.3,51,4937,0
2025-03-04 19:10:00,M-03,1757,1.407,3.896,11.63,374.5,50.9,4938,0
2025-03-04 20:10:00,M-03,1761,1.643,4.894,11.26,384.5,51.3,4939,0
2025-03-04 21:10:00,M-03,1765,1.145,3.586,11.03,378.2,51.3,4940,0
2025-03-04 22:10:00,M-03,1757,1.255,3.648,11.7,384.2,50.5,4941,0
2025-03-04 23:10:00,M-03,1763,1.19,3.597,11.54,379.1,53.1,4942,0
2025-03-05 00:10:00,M-03,1760,1.342,4.372,11.89,379,52.9,4943,0
2025-03-05 01:10:00,M-03,1749,1.411,4.053,11.39,381.8,52.2,4944,0
2025-03-05 02:10:00,M-03,1753,1.391,3.921,11.06,378.5,53.3,4945,0
2025-03-05 03:10:00,M-03,1755,1.371,4.455,11.1,375.1,53.2,4946,0
2025-03-05 04:10:00,M-03,1758,1.247,4.05,10.89,384,53.8,4947,0
2025-03-05 05:10:00,M-03,1757,1.339,3.64,11.18,379.2,51.3,4948,0
2025-03-05 06:10:00,M-03,1751,1.267,3.839,11.3,382.4,52.1,4949,0
2025-03-05 07:10:00,M-03,1752,1.252,2.895,11.53,379.1,53.1,4950,0
2025-03-05 08:10:00,M-03,1755,1.296,3.036,11.34,376.2,50.9,4951,0
2025-03-05 09:10:00,M-03,1765,1.304,3.678,11.37,384,53.6,4952,0
2025-03-05 10:10:00,M-03,1761,1.72,5.587,11.31,379.8,54.1,4953,0
2025-03-05 11:10:00,M-03,1750,1.006,2.558,11.24,380.9,50.8,4954,0
2025-03-05 12:10:00,M-03,1761,1.286,3.827,11.33,378.1,51.9,4955,0
2025-03-05 13:10:00,M-03,1759,1.158,3.643,11.48,383.3,50,4956,0
2025-03-05 14:10:00,M-03,1760,1.467,3.449,11.38,378.8,51.4,4957,0
2025-03-05 15:10:00,M-03,1762,1.604,4.805,11.61,379.3,51.7,4958,0
2025-03-05 16:10:00,M-03,1765,1.651,4.775,11.09,385,51.6,4959,0
2025-03-05 17:10:00,M-03,1763,1.363,3.532,11.92,380.2,51.3,4960,0
2025-03-05 18:10:00,M-03,1759,1.269,3.914,11.49,380.8,51.7,4961,0
2025-03-05 19:10:00,M-03,1756,1.456,3.833,11.11,380.5,51.9,4962,0
2025-03-05 20:10:00,M-03,1756,1.423,4.732,11.45,385.6,52.8,4963,0
2025-03-05 21:10:00,M-03,1751,1.318,3.724,11.77,371.6,54.3,4964,0
2025-03-05 22:10:00,M-03,1768,1.158,3.689,11.22,383.5,52.3,4965,0
2025-03-05 23:10:00,M-03,1761,1.327,3.942,11.4,376.3,51.2,4966,0
2025-03-06 00:10:00,M-03,1763,1.297,3.637,11.55,385.3,52.3,4967,0
2025-03-06 01:10:00,M-03,1770,1.182,3.487,11.08,379.9,49.9,4968,0
2025-03-06 02:10:00,M-03,1762,1.348,3.953,11.43,378.5,51.7,4969,0
2025-03-06 03:10:00,M-03,1749,1.169,3.37,11.31,385.2,52.7,4970,0
2025-03-06 04:10:00,M-03,1758,1.391,4.305,11.35,378.9,52.4,4971,0
2025-03-06 05:10:00,M-03,1751,0.869,3.439,11.11,379.2,51,4972,0
2025-03-06 06:10:00,M-03,1762,1.204,4.026,11.38,380.7,49.7,4973,0
2025-03-06 07:10:00,M-03,1749,1.288,3.685,11.4,382,50.5,4974,0
2025-03-06 08:10:00,M-03,1763,1.349,3.488,11.03,381,54.4,4975,0
2025-03-06 09:10:00,M-03,1762,1.291,4.082,11.08,379.6,52.5,4976,0
2025-03-06 10:10:00,M-03,1764,1.74,5.114,11.35,384.1,52.9,4977,0
2025-03-06 11:10:00,M-03,1755,1.116,3.737,11.68,376,50.7,4978,0
2025-03-06 12:10:00,M-03,1766,1.341,4.275,11.19,381.9,49.8,4979,0
2025-03-06 13:10:00,M-03,1760,1.16,3.314,11.54,379.4,49.9,4980,0
2025-03-06 14:10:00,M-03,1750,1.489,4.645,11.36,383.6,53.9,4981,0
2025-03-06 15:10:00,M-03,1756,1.655,5.702,11.46,378.5,53.4,4982,0
2025-03-06 16:10:00,M-03,1763,1.701,5.204,11.18,381.6,52.3,4983,0
2025-03-06 17:10:00,M-03,1769,1.39,3.572,11.5,380.7,50.7,4984,0
2025-03-06 18:10:00,M-03,1759,1.528,4.329,11.53,383.3,51.4,4985,0
2025-03-06 19:10:00,M-03,1757,1.39,3.794,11.19,381.4,51.1,4986,0
2025-03-06 20:10:00,M-03,1753,1.236,3.57,11.48,376.7,51.6,4987,0
2025-03-06 21:10:00,M-03,1763,1.513,4.365,11.9,384.5,52.8,4988,0
2025-03-06 22:10:00,M-03,1751,1.382,3.595,11.61,381.7,50,4989,0
2025-03-06 23:10:00,M-03,1767,1.276,3.74,11.48,381.2,54.3,4990,0
2025-03-07 00:10:00,M-03,1759,1.608,4.189,11.5,378.9,52.6,4991,0
2025-03-07 01:10:00,M-03,1754,1.294,3.711,11.33,375.1,51.2,4992,0
2025-03-07 02:10:00,M-03,1766,1.368,4.252,11.75,383.5,50.7,4993,0
2025-03-07 03:10:00,M-03,1756,1.272,3.492,11.55,380.4,51.6,4994,0
2025-03-07 04:10:00,M-03,1770,1.279,3.972,11.42,378.4,50.1,4995,0
2025-03-07 05:10:00,M-03,1754,1.068,3.556,11.21,379.4,53,4996,0
2025-03-07 06:10:00,M-03,1757,1.368,4.35,11.28,378.5,49.9,4997,0
2025-03-07 07:10:00,M-03,1758,1.23,3.674,11.57,379.4,49.6,4998,0
2025-03-07 08:10:00,M-03,1749,1.384,4.227,11.52,378.2,53.2,4999,0
2025-03-07 09:10:00,M-03,1765,1.304,3.597,11.52,379.1,52.4,5000,0
2025-03-07 10:10:00,M-03,1757,1.372,3.923,11.13,383,54.1,5001,0
2025-03-07 11:10:00,M-03,1756,1.466,4.336,11.81,376,53.7,5002,0
2025-03-07 12:10:00,M-03,1765,1.314,3.46,11.2,384.2,51.3,5003,0
2025-03-07 13:10:00,M-03,1759,1.208,3.743,11.56,380.5,50.5,5004,0
2025-03-07 14:10:00,M-03,1765,1.249,3.379,11.38,385.2,53.6,5005,0
2025-03-07 15:10:00,M-03,1756,1.239,3.307,11.54,378,51.2,5006,0
2025-03-07 16:10:00,M-03,1763,1.326,4.411,11.5,374,51.7,5007,0
2025-03-07 17:10:00,M-03,1754,1.45,3.917,11.36,379.6,50.4,5008,0
2025-03-07 18:10:00,M-03,1762,1.172,2.48,11.48,382.6,51.3,5009,0
2025-03-07 19:10:00,M-03,1765,1.469,4.32,11.57,381.1,51.3,5010,0
2025-03-07 20:10:00,M-03,1770,1.451,5.317,11.58,384.5,50,5011,0
2025-03-07 21:10:00,M-03,1756,1.302,3.617,11.6,378,50.9,5012,0
2025-03-07 22:10:00,M-03,1756,1.253,2.912,11.43,381,50.3,5013,0
2025-03-07 23:10:00,M-03,1756,1.629,5.01,11.36,385.8,51.7,5014,0
2025-03-08 00:10:00,M-03,1754,1.322,4.073,11.58,384.8,52,5015,0
2025-03-08 01:10:00,M-03,1755,1.454,4.544,11.24,378.2,50.6,5016,0
2025-03-08 02:10:00,M-03,1754,1.27,4.067,11.16,380.9,52.2,5017,0
2025-03-08 03:10:00,M-03,1756,1.194,3.922,11.73,379.2,52.3,5018,0
2025-03-08 04:10:00,M-03,1756,1.784,5.184,11.64,378.1,51.2,5019,0
2025-03-08 05:10:00,M-03,1763,1.424,4.316,11.88,384.1,51.5,5020,0
2025-03-08 06:10:00,M-03,1763,1.472,4.346,12.11,375.9,55.1,5021,0
2025-03-08 07:10:00,M-03,1758,1.79,5.418,11.42,374.4,56.6,5022,0
2025-03-08 08:10:00,M-03,1758,1.822,6.554,11.57,383.1,54.4,5023,0
2025-03-08 09:10:00,M-03,1760,1.741,5.618,12.09,386.2,54.1,5024,0
2025-03-08 10:10:00,M-03,1743,1.87,5.556,11.91,381.8,54.8,5025,0
2025-03-08 11:10:00,M-03,1753,2.323,7.189,12.31,382.7,56.5,5026,0
2025-03-08 12:10:00,M-03,1750,2.281,6.51,12.19,378.8,54.9,5027,0
2025-03-08 13:10:00,M-03,1756,2.204,6.704,12.24,381.1,57,5028,0
2025-03-08 14:10:00,M-03,1761,2.36,7.364,12.48,384.4,56.9,5029,0
2025-03-08 15:10:00,M-03,1747,2.617,7.354,12.15,375.5,56.7,5030,0
2025-03-08 16:10:00,M-03,1748,2.454,7.235,12.16,382.3,58.5,5031,0
2025-03-08 17:10:00,M-03,1739,3.04,9.45,12.44,382.4,61.8,5032,0
2025-03-08 18:10:00,M-03,1751,3.289,8.359,12.68,379.9,62.5,5033,0
2025-03-08 19:10:00,M-03,1746,3.18,8.167,13.15,378.8,59.4,5034,0
2025-03-08 20:10:00,M-03,1736,3.783,9.96,13.08,379.1,62.2,5035,0
2025-03-08 21:10:00,M-03,1729,3.598,9.656,13.42,378.7,61.8,5036,1
2025-03-08 22:10:00,M-03,1738,3.726,10.995,13.09,382.7,64.8,5037,1
2025-03-08 23:10:00,M-03,1730,3.807,11.835,13.67,374.8,64.5,5038,1
2025-03-09 00:10:00,M-03,1731,3.983,11.094,13.22,381.4,66.7,5039,1
2025-03-09 01:10:00,M-03,1725,4.093,13.324,13.5,378.2,64.8,5040,1
2025-03-09 02:10:00,M-03,1722,4.289,13.147,13.96,384.5,68.3,5041,1
2025-03-09 03:10:00,M-03,1716,5.014,14.713,13.96,382.4,67.3,5042,1
2025-03-09 04:10:00,M-03,1727,4.852,15.058,14.51,372.8,71.1,5043,1
2025-03-09 05:10:00,M-03,1727,5.121,13.347,14.16,380.2,73.9,5044,1
2025-03-09 06:10:00,M-03,1713,5.16,15.47,14.31,374.8,70.7,5045,1
2025-03-09 07:10:00,M-03,1721,5.569,17.491,14.84,376,73.4,5046,1
2025-03-09 08:10:00,M-03,1714,5.636,17.541,14.64,376.8,71.3,5047,1
2025-03-09 09:10:00,M-03,1712,6.122,16,14.54,379.7,75.1,5048,1
2025-03-09 10:10:00,M-03,1709,6.194,17.385,14.93,380.8,74.7,5049,1
2025-03-09 11:10:00,M-03,1715,6.656,20.299,15.43,382.2,76.3,5050,1
2025-03-03 06:15:00,M-04,1754,1.193,2.688,11.61,384.8,51,5751,0
2025-03-03 07:15:00,M-04,1772,1.383,3.873,11.3,379.4,51.9,5752,0
2025-03-03 08:15:00,M-04,1765,1.639,4.409,11.38,379.7,52.1,5753,0
2025-03-03 09:15:00,M-04,1759,1.168,3.112,11.88,382.3,53.9,5754,0
2025-03-03 10:15:00,M-04,1757,1.522,4.569,11.45,378.6,53.7,5755,0
2025-03-03 11:15:00,M-04,1763,1.498,4.803,12.05,377.3,52.1,5756,0
2025-03-03 12:15:00,M-04,1766,1.503,4.397,11.98,377,51.1,5757,0
2025-03-03 13:15:00,M-04,1764,1.182,3.763,11.25,382.2,53,5758,0
2025-03-03 14:15:00,M-04,1760,1.38,4.06,11.73,382.1,51.2,5759,0
2025-03-03 15:15:00,M-04,1755,1.576,4.695,11.29,376.1,50.6,5760,0
2025-03-03 16:15:00,M-04,1756,1.226,3.684,11.19,375.4,53,5761,0
2025-03-03 17:15:00,M-04,1751,1.133,2.391,11.52,384.3,50.5,5762,0
2025-03-03 18:15:00,M-04,1762,1.225,3.621,11.08,386.9,53.1,5763,0
2025-03-03 19:15:00,M-04,1764,1.36,4.804,11.26,379.5,51,5764,0
2025-03-03 20:15:00,M-04,1764,1.445,3.98,11.15,381.8,53.2,5765,0
2025-03-03 21:15:00,M-04,1759,1.313,3.385,11.78,379.6,51.4,5766,0
2025-03-03 22:15:00,M-04,1751,1.379,3.897,10.31,378.7,53.1,5767,0
2025-03-03 23:15:00,M-04,1777,1.148,3.495,11.85,381.9,53.4,5768,0
2025-03-04 00:15:00,M-04,1771,1.228,3.576,11.78,380.3,52.2,5769,0
2025-03-04 01:15:00,M-04,1751,1.176,4.29,11.76,378.8,51.6,5770,0
2025-03-04 02:15:00,M-04,1756,1.448,4.543,11.41,372.5,53.2,5771,0
2025-03-04 03:15:00,M-04,1772,1.394,3.897,11.62,378,48.7,5772,0
2025-03-04 04:15:00,M-04,1767,1.183,2.781,11.64,378.6,52,5773,0
2025-03-04 05:15:00,M-04,1759,1.202,3.623,11.42,380.1,50.5,5774,0
2025-03-04 06:15:00,M-04,1777,1.32,3.965,11.54,384.7,52.1,5775,0
2025-03-04 07:15:00,M-04,1763,1.334,4.093,11.02,381.8,51.1,5776,0
2025-03-04 08:15:00,M-04,1764,1.114,3.135,11.56,378,54.7,5777,0
2025-03-04 09:15:00,M-04,1759,1.297,3.524,11.2,376.2,50.6,5778,0
2025-03-04 10:15:00,M-04,1757,1.596,5.408,11.21,379.3,55.4,5779,0
2025-03-04 11:15:00,M-04,1757,1.507,4.287,11.56,379.3,52.2,5780,0
2025-03-04 12:15:00,M-04,1767,1.603,4.101,11.67,381,52.3,5781,0
2025-03-04 13:15:00,M-04,1761,1.272,3.943,11.39,382,51.9,5782,0
2025-03-04 14:15:00,M-04,1760,1.25,3.94,11.38,383.1,49.8,5783,0
2025-03-04 15:15:00,M-04,1764,1.467,4.237,11.67,382.7,51.2,5784,0
2025-03-04 16:15:00,M-04,1756,1.258,3.464,11.37,384.6,53.6,5785,0
2025-03-04 17:15:00,M-04,1755,1.403,4.759,11.62,385.3,51.5,5786,0
2025-03-04 18:15:00,M-04,1748,1.677,5.12,11.1,377.9,52.6,5787,0
2025-03-04 19:15:00,M-04,1772,1.424,4.904,11.12,385,52.9,5788,0
2025-03-04 20:15:00,M-04,1750,1.435,3.897,11.64,373.4,53.6,5789,0
2025-03-04 21:15:00,M-04,1768,1.182,3.455,11.54,385.1,53.6,5790,0
2025-03-04 22:15:00,M-04,1759,1.208,3.595,11.71,386.5,49.5,5791,0
2025-03-04 23:15:00,M-04,1754,1.491,3.687,11.45,380.7,53,5792,0
2025-03-05 00:15:00,M-04,1776,1.387,4.176,10.86,382.7,49.4,5793,0
2025-03-05 01:15:00,M-04,1768,1.667,4.862,11.21,381.9,50.5,5794,0
2025-03-05 02:15:00,M-04,1762,1.488,3.748,11.09,376.6,53.1,5795,0
2025-03-05 03:15:00,M-04,1757,1.344,4.415,11.16,376.6,52.8,5796,0
2025-03-05 04:15:00,M-04,1765,1.331,4.065,11.25,375.1,51.3,5797,0
2025-03-05 05:15:00,M-04,1769,1.409,4.725,11.17,382.1,55,5798,0
2025-03-05 06:15:00,M-04,1758,1.566,4.818,11.4,379.6,51.8,5799,0
2025-03-05 07:15:00,M-04,1755,1.148,3.679,11.37,386.2,51.8,5800,0
2025-03-05 08:15:00,M-04,1763,1.291,4.041,11.45,375.4,53,5801,0
2025-03-05 09:15:00,M-04,1761,1.337,4.41,11.5,380.3,51.2,5802,0
2025-03-05 10:15:00,M-04,1759,1.1,2.901,11.2,377.2,52,5803,0
2025-03-05 11:15:00,M-04,1763,1.379,4.159,11.37,381,52,5804,0
2025-03-05 12:15:00,M-04,1758,1.434,4.48,11.69,387,52.2,5805,0
2025-03-05 13:15:00,M-04,1748,1.449,4.567,11.27,384.5,52.1,5806,0
2025-03-05 14:15:00,M-04,1759,1.364,3.91,11.8,379,50.7,5807,0
2025-03-05 15:15:00,M-04,1758,1.463,5.206,11.31,380.1,50.6,5808,0
2025-03-05 16:15:00,M-04,1753,1.502,4.177,11.56,385.6,50.7,5809,0
2025-03-05 17:15:00,M-04,1760,1.127,3.666,11.41,380.4,51.8,5810,0
2025-03-05 18:15:00,M-04,1766,1.222,3.784,11.67,385.5,55.3,5811,0
2025-03-05 19:15:00,M-04,1749,1.733,5.175,11.31,379.3,52.1,5812,0
2025-03-05 20:15:00,M-04,1761,1.289,3.738,11.54,380.1,50.7,5813,0
2025-03-05 21:15:00,M-04,1754,1.127,3.925,11.31,381.1,49.9,5814,0
2025-03-05 22:15:00,M-04,1754,1.367,3.82,11.22,378.7,55.6,5815,0
2025-03-05 23:15:00,M-04,1760,1.165,3.609,11.49,378,52,5816,0
2025-03-06 00:15:00,M-04,1760,1.396,3.727,11.4,382.7,51.1,5817,0
2025-03-06 01:15:00,M-04,1761,1.452,4.85,11.55,388.8,50.5,5818,0
2025-03-06 02:15:00,M-04,1763,1.339,3.973,11.16,374.5,49.6,5819,0
2025-03-06 03:15:00,M-04,1758,1.352,4.946,11.28,380.3,52.6,5820,0
2025-03-06 04:15:00,M-04,1759,1.409,3.919,11.22,383.7,52.4,5821,0
2025-03-06 05:15:00,M-04,1764,1.108,3.349,11.39,375.6,51.9,5822,0
2025-03-06 06:15:00,M-04,1767,1.364,3.655,11.42,380.8,53.4,5823,0
2025-03-06 07:15:00,M-04,1759,1.501,4.672,11.42,380.2,52.3,5824,0
2025-03-06 08:15:00,M-04,1765,1.478,4.863,11.28,381.3,52.4,5825,0
2025-03-06 09:15:00,M-04,1762,1.475,4.833,10.99,385.2,51.1,5826,0
2025-03-06 10:15:00,M-04,1757,1.363,3.636,11.48,379.7,52,5827,0
2025-03-06 11:15:00,M-04,1753,1.021,2.908,11.25,381.9,50.3,5828,0
2025-03-06 12:15:00,M-04,1759,0.982,2.91,11.58,379.1,50.5,5829,0
2025-03-06 13:15:00,M-04,1768,1.902,6.606,11.47,383.8,52.9,5830,0
2025-03-06 14:15:00,M-04,1763,1.254,3.503,11.8,379.7,54.1,5831,0
2025-03-06 15:15:00,M-04,1769,1.352,3.294,11.53,375.3,50.2,5832,0
2025-03-06 16:15:00,M-04,1753,1.658,5.276,11.48,378,51.3,5833,0
2025-03-06 17:15:00,M-04,1767,1.659,4.378,11.53,376.9,51.8,5834,0
2025-03-06 18:15:00,M-04,1754,1.377,4.014,11.1,379.8,50.5,5835,0
2025-03-06 19:15:00,M-04,1758,1.322,4.015,11.42,385.6,52,5836,0
2025-03-06 20:15:00,M-04,1760,1.46,4.71,11.38,380.9,51.5,5837,0
2025-03-06 21:15:00,M-04,1759,1.394,3.732,11.49,383.3,49.9,5838,0
2025-03-06 22:15:00,M-04,1764,1.497,4.497,11.66,383.3,50.8,5839,0
2025-03-06 23:15:00,M-04,1768,1.24,3.421,10.97,385.9,50.5,5840,0
2025-03-07 00:15:00,M-04,1761,1.285,3.987,11.29,379.3,52.8,5841,0
2025-03-07 01:15:00,M-04,1760,1.16,3.399,10.89,378.6,51.4,5842,0
2025-03-07 02:15:00,M-04,1755,1.317,3.643,11.7,372.7,52.4,5843,0
2025-03-07 03:15:00,M-04,1756,1.014,3.715,11.7,378.7,51.6,5844,0
2025-03-07 04:15:00,M-04,1761,1.132,3.461,11.23,384.1,52.9,5845,0
2025-03-07 05:15:00,M-04,1764,1.758,5.951,11.59,379,51.6,5846,0
2025-03-07 06:15:00,M-04,1762,1.061,2.575,11.19,385,50.9,5847,0
2025-03-07 07:15:00,M-04,1747,1.296,3.93,11.8,375.6,52.8,5848,0
2025-03-07 08:15:00,M-04,1768,1.63,4.953,11.04,378.6,51.3,5849,0
2025-03-07 09:15:00,M-04,1757,1.433,4.512,11.71,379,50.6,5850,0
2025-03-07 10:15:00,M-04,1764,1.27,3.405,11.18,380.3,53.1,5851,0
2025-03-07 11:15:00,M-04,1755,1.27,3.859,11.22,377.8,52.3,5852,0
2025-03-07 12:15:00,M-04,1761,1.485,4.18,11.56,379.6,52.4,5853,0
2025-03-07 13:15:00,M-04,1752,1.2,3.932,11.33,376.9,53,5854,0
2025-03-07 14:15:00,M-04,1767,1.236,3.327,11.43,382.7,48.8,5855,0
2025-03-07 15:15:00,M-04,1765,1.309,3.148,11.51,379.9,51.8,5856,0
2025-03-07 16:15:00,M-04,1752,1.431,3.518,11.48,382,50.8,5857,0
2025-03-07 17:15:00,M-04,1760,1.187,3.429,11.29,374.7,53,5858,0
2025-03-07 18:15:00,M-04,1760,1.54,4.544,11.33,383.6,49.6,5859,0
2025-03-07 19:15:00,M-04,1770,1.478,4.247,11.67,379.5,51.1,5860,0
2025-03-07 20:15:00,M-04,1768,1.48,3.811,11.52,382,51.5,5861,0
2025-03-07 21:15:00,M-04,1761,1.331,4.243,11.57,380.7,52.2,5862,0
2025-03-07 22:15:00,M-04,1768,1.106,2.691,11.43,376.3,52,5863,0
2025-03-07 23:15:00,M-04,1751,1.407,4.46,11.79,387.2,49.7,5864,0
2025-03-08 00:15:00,M-04,1763,1.313,4.205,11.85,379.3,52.2,5865,0
2025-03-08 01:15:00,M-04,1751,1.518,4.997,11.02,378,51.4,5866,0
2025-03-08 02:15:00,M-04,1762,1.271,4.064,11.69,383.8,51.1,5867,0
2025-03-08 03:15:00,M-04,1765,1.367,4.062,11.29,380.9,50.9,5868,0
2025-03-08 04:15:00,M-04,1763,1.542,4.765,11.23,386,52.8,5869,0
2025-03-08 05:15:00,M-04,1764,1.273,3.99,11.15,383.2,55.1,5870,0
2025-03-08 06:15:00,M-04,1761,1.323,3.748,11.3,380.5,50.3,5871,0
2025-03-08 07:15:00,M-04,1755,1.492,4.118,11.28,380.9,52.2,5872,0
2025-03-08 08:15:00,M-04,1761,1.47,4.053,11.39,377.3,52,5873,0
2025-03-08 09:15:00,M-04,1761,1.285,4.597,11.54,380.4,51.6,5874,0
2025-03-08 10:15:00,M-04,1767,1.21,3.242,11.1,380.6,52.7,5875,0
2025-03-08 11:15:00,M-04,1762,1.366,4.019,11.66,374.7,49.8,5876,0
2025-03-08 12:15:00,M-04,1761,1.473,4.978,11.35,372.2,50.5,5877,0
2025-03-08 13:15:00,M-04,1753,0.989,3.117,11.82,375.9,54,5878,0
2025-03-08 14:15:00,M-04,1760,1.424,3.676,11.43,378.8,53.7,5879,0
2025-03-08 15:15:00,M-04,1755,1.289,4.759,11.32,375.2,51.6,5880,0
2025-03-08 16:15:00,M-04,1772,1.54,4.124,11.09,380.4,49.8,5881,0
2025-03-08 17:15:00,M-04,1754,1.067,3.419,11.4,378.3,53.1,5882,0
2025-03-08 18:15:00,M-04,1755,1.309,4.372,11.35,378.2,53.3,5883,0
2025-03-08 19:15:00,M-04,1780,1.226,3.625,11.46,380.9,54.1,5884,0
2025-03-08 20:15:00,M-04,1759,1.45,3.207,11.76,377,51,5885,0
2025-03-08 21:15:00,M-04,1761,1.599,3.873,11.42,386.5,53.8,5886,0
2025-03-08 22:15:00,M-04,1761,1.587,4.765,11.47,376,53,5887,0
2025-03-08 23:15:00,M-04,1762,1.322,3.426,11.9,379,53.3,5888,0
2025-03-09 00:15:00,M-04,1764,1.224,3.826,11.65,382.4,51,5889,0
2025-03-09 01:15:00,M-04,1753,1.318,3.914,11.6,384.3,50.7,5890,0
2025-03-09 02:15:00,M-04,1760,1.4,4.519,11.42,374.1,52.4,5891,0
2025-03-09 03:15:00,M-04,1758,1.331,4.91,11.59,381,51.6,5892,0
2025-03-09 04:15:00,M-04,1762,1.345,3.539,11.26,380.2,49.1,5893,0
2025-03-09 05:15:00,M-04,1768,1.323,4.016,11.56,377.9,50,5894,0
2025-03-09 06:15:00,M-04,1764,1.208,2.828,11.18,378.8,52.6,5895,0
2025-03-09 07:15:00,M-04,1761,1.525,4.172,11.62,381.1,51.6,5896,0
2025-03-09 08:15:00,M-04,1774,1.472,4.472,12.02,379.1,51.3,5897,0
2025-03-09 09:15:00,M-04,1751,1.124,3.078,11.81,377.7,53.7,5898,0
2025-03-09 10:15:00,M-04,1764,1.321,3.311,11.39,380.2,55.5,5899,0
2025-03-09 11:15:00,M-04,1760,1.304,3.872,11.28,379.6,52.4,5900,0
