id_janela,acel_x_g,acel_y_g,acel_z_g,magnitude_media_g,magnitude_desvio_g,giro_x_dps,giro_y_dps,giro_z_dps,giro_rms_dps,jerk_max_g_s,postura
263,0.2631,0.1454,-0.0543,0.3055,0.7488,146.88,113.48,239.58,305.48,19.76,queda
264,0.2745,0.9569,0.4036,1.0742,0.2508,-73.04,26.68,-23.6,55.82,5.763,caminhando
265,-0.0339,0.9434,0.0392,0.9449,0.0408,-1.46,-1.24,2,3.04,0.68,em_pe
266,0.089,0.0501,0.9572,0.9627,0.0147,0.96,0.32,0.08,1.02,0.459,deitado
267,-0.2158,1.269,0.0219,1.2874,0.2137,-1.94,9.41,18.73,36.23,5.072,caminhando
268,0.1611,0.828,0.1422,0.8554,0.248,-22.3,-20.82,5.94,35.4,5.702,caminhando
269,-0.0176,0.9747,0.0163,0.975,0.0174,1.86,-0.33,-2.01,3.02,0.418,em_pe
270,0.3432,1.1247,0.2387,1.1998,0.2977,17.62,-4.15,7.17,26.29,4.333,caminhando
271,0.0166,-0.005,1.024,1.0242,0.0203,-0.2,0.07,-2.28,2.16,0.298,deitado
272,0.0608,0.0974,0.9116,0.9188,0.0218,-0.5,-0.62,-1.94,1.68,0.524,deitado
273,0.0529,0.9529,-0.0557,0.956,0.0277,0,-1.4,0.95,4.57,0.517,em_pe
274,0.0298,1.0749,0.01,1.0754,0.0083,1.83,0.92,0.65,3.62,0.947,em_pe
275,0.6769,0.2789,1.0844,1.3084,0.5026,23.23,-9.74,-26.25,50.56,6.407,queda
276,0.1836,0.7807,-0.2063,0.8281,0.1838,1.29,10.9,-6.51,22.35,7.292,caminhando
277,-0.0083,1.0636,0.0856,1.067,0.3083,23.46,27.02,-5.95,36.78,7.682,caminhando
278,-0.0117,0.9855,0.0046,0.9856,0.0343,0.25,-0.52,-0.21,2.47,0.647,em_pe
279,0.5742,0.8551,0.2857,1.0689,0.8213,-177.34,-25.97,19.39,138.48,32.376,queda
280,0.3218,0.9548,0.0799,1.0107,0.0189,-0.8,-0.38,0.82,1.4,0.14,sentado
281,0.3019,0.8282,0.1604,0.896,0.2567,-35.7,33.66,-27.37,55.62,7.543,caminhando
282,-0.019,0.05,0.9317,0.9333,0.0268,-1.15,-0.37,2.24,1.5,0.18,deitado
283,0.1675,-0.0053,1.0304,1.044,0.0164,0.68,-1.12,-1.32,2.29,0.259,deitado
284,0.2841,0.9075,0.1022,0.9564,0.0447,0.02,0.03,-0.04,1.24,0.727,sentado
285,0.3049,0.8462,-0.0632,0.9017,0.0078,-0.41,-0.91,1.58,2.81,0.619,sentado
286,0.2556,0.9647,0.1127,1.0043,0.0257,-1.16,-0.76,-0.24,1.64,0.496,sentado
287,-0.0713,0.7874,0.5601,0.9689,0.247,1.9,-16.91,53.74,56.42,6.469,caminhando
288,0.2436,0.9486,-0.1288,0.9878,0.0166,0.47,-0.85,0.88,1.03,0.182,sentado
289,-0.2609,1.0521,0.2327,1.1087,0.2265,5.72,57.78,31.54,61.41,6.096,caminhando
290,-0.0187,0.0686,0.929,0.9317,0.0266,0.74,1.29,3.09,2.9,0.003,deitado
291,-0.5047,1.1292,0.0135,1.237,0.1671,-35.59,-25.84,-1.37,43.76,5.595,caminhando
292,0.2891,0.8311,0.0564,0.8818,0.0153,-4.49,-2.88,-3.96,4.47,0.396,sentado
293,1.0326,0.5312,1.2786,1.7273,1.0602,-132.02,205.03,-194.05,245.01,23.794,queda
294,0.0914,0.0123,0.9673,0.9717,0.0148,-1.02,0.26,-1.52,2.38,0.425,deitado
295,0.3766,0.9045,-0.3093,1.0274,0.2079,9.53,24.57,14.98,34.77,6.517,caminhando
296,0.3983,0.9393,0.1418,1.0301,0.031,-1.88,-3.5,-0.65,3.52,0.523,sentado
297,0.2474,0.9001,0.1301,0.9425,0.0236,-1.01,-0.1,0.68,2.75,0.306,sentado
298,-0.0598,1.0444,-0.0028,1.0462,0.023,-3.3,1.15,1.32,2.33,0.093,em_pe
299,0.2798,0.9215,-0.0196,0.9632,0.0352,-0.32,-1.62,0.06,2.23,0.624,sentado
300,-0.024,0.9853,-0.0627,0.9876,0.2836,0.54,18.31,6.69,49.12,6.727,caminhando
301,0.9948,0.0274,-0.1119,1.0015,0.7947,-109.07,166.15,-91.14,151.94,18.214,queda
302,0.1132,1.4254,0.2544,1.4523,0.213,15.14,17.17,-29.85,51.25,4.09,caminhando
303,0.4095,0.9435,-0.0533,1.0299,0.022,-1.01,0.35,-0.29,2.94,0.52,sentado
304,0.0112,0.7426,0.1468,0.7571,0.1712,-4.71,6.18,-31.48,26.23,5.172,caminhando
305,0.624,0.7901,0.1036,1.0121,0.5099,-99.48,7.44,-32.02,73.54,9.897,queda
306,0.0083,0.9831,-0.0166,0.9832,0.0195,-0.54,-0.58,-0.59,2.12,0.126,em_pe
307,0.0087,0.9706,-0.0226,0.9709,0.044,-1.41,-2.67,-2.26,2.78,0.322,em_pe
308,0.151,0.0552,1.0051,1.0179,0.0317,0.03,-1.41,0.93,1.02,0.25,deitado
309,0.0594,0.1124,0.9667,0.975,0.032,-0.61,3.22,-0.04,2.46,0.308,deitado
310,-0.024,1.2531,0.2578,1.2796,0.1722,28.72,7.51,-46.25,40.36,6.945,caminhando
311,0.3609,0.8554,0.0946,0.9332,0.0319,0.04,0.4,0.63,0.62,0.637,sentado
312,0.2994,0.8439,0.0504,0.8968,0.0388,1.83,-1.24,3.38,3.56,0.759,sentado
313,0.2528,0.9969,0.0784,1.0314,0.0473,1.2,-0.91,-2.02,2.23,0.682,sentado
314,0.2224,0.8865,0.0472,0.9152,0.0335,1.88,0.5,0.19,2.04,0.356,sentado
315,0.0114,0.8241,0.1156,0.8322,0.168,-17,-4.44,-1.03,16.72,4.905,caminhando
316,0.3319,0.8421,0.118,0.9128,0.0355,-2.04,0.23,-1.29,3.42,0.185,sentado
317,0.1607,0.9435,0.0623,0.9591,0.0211,1.22,0.83,0.36,1.65,0.877,em_pe
318,0.0766,0.0788,1.0094,1.0154,0.0212,-1.48,1.62,0.79,1.73,0.203,deitado
319,0.848,0.3385,0.3374,0.9734,0.6251,182.19,259.08,-80.42,193.38,28.748,queda
320,0.2425,0.9681,-0.0003,0.998,0.0327,-0.27,-1.2,-0.02,1.13,0.458,sentado
321,0.2311,0.9113,0.1122,0.9469,0.0299,-1.04,-2.93,0.72,2.91,0.28,sentado
322,0.3188,0.8769,-0.0154,0.9332,0.0354,-2.73,-1.76,-0.03,3.24,0.1,sentado
323,0.0441,0.1358,0.9287,0.9396,0.0262,0.34,-1.84,1.43,2.06,0.576,deitado
324,0.0093,0.0228,0.9929,0.9932,0.0138,-0.41,-0.83,-1.28,2.42,0.786,deitado
325,0.3524,0.8923,-0.025,0.9597,0.0308,-1.68,-2.63,-1.83,2.82,0.555,sentado
326,-0.0069,0.1034,0.9525,0.9581,0.0072,1.51,0.5,0.39,2.58,0.363,deitado
327,0.3754,1.0734,0.0541,1.1384,0.1852,-7.07,13.39,-0.27,29.86,5.366,caminhando
328,0.0469,0.058,1.0453,1.048,0.0308,0.63,1.02,-0.43,1.71,0.149,deitado
329,0.0851,1.126,0.257,1.1581,0.2202,-24.45,-16.28,-4.81,50.25,3.594,caminhando
330,-0.0106,0.9629,0.0106,0.963,0.0584,-0.32,0.82,0.83,2.79,0.624,em_pe
331,-0.167,0.0415,0.4728,0.5032,0.29,-60.98,3.77,-36.21,111.11,15.016,queda
332,0.0045,0.9802,0.0206,0.9804,0.0333,1.98,-1.06,0.48,2.92,0.474,em_pe
333,-0.0823,1.1444,0.0179,1.1475,0.2408,17.97,44.15,-35.91,43.49,5.706,caminhando
334,0.0869,0.1083,0.975,0.9848,0.0151,-2.06,-2.96,3.27,2.46,0.184,deitado
335,0.13,0.1227,0.8973,0.9149,0.2586,86.31,-10.74,16.52,58.37,5.752,queda
336,0.0296,0.9146,0.0721,0.9179,0.0368,0.01,-0.53,-2.44,3.18,0.671,em_pe
337,0.5734,0.3443,0.7423,0.9992,0.7707,-220.63,-58.14,-104.05,296.91,23.909,queda
338,0.4362,0.2463,-0.0041,0.501,0.3392,1.54,-5.18,-24.97,63.44,13.822,queda
339,0.026,0.0217,0.9385,0.9391,0.0015,0.85,2.36,-0.19,2.68,0.402,deitado
340,0.0031,0.0562,0.9346,0.9363,0.0282,1.59,0.67,-1.51,2.11,0.246,deitado
341,0.013,0.0636,1.0026,1.0047,0.0132,-0.97,-0.77,0.07,1.03,0.071,deitado
342,-0.164,0.5793,0.7796,0.985,0.4436,-20.81,4.66,47.05,76.15,10.468,queda
343,0.2926,0.9681,0.1253,1.0191,0.0265,1.5,-1.42,-0.7,2.41,0.384,sentado
344,0.0274,0.9551,0.109,0.9617,0.0304,1.93,1.27,-0.52,5.31,0.538,em_pe
345,0.0958,0.1537,1.0187,1.0346,0.0192,1.83,1.65,1.85,1.35,0.347,deitado
346,0.3289,0.9236,0.0684,0.9828,0.0175,-1.15,-0.74,1.71,2.8,0.19,sentado
347,0.1008,0.1378,0.966,0.9809,0.032,-0.2,-0.2,-0.62,0.71,0.322,deitado
348,0.0034,0.9964,0.0576,0.9981,0.0439,0.1,-0.63,0.36,2.08,0.604,em_pe
349,0.0488,1.0516,0.0837,1.056,0.0331,-1.26,1.74,-2.54,3.84,0.471,em_pe
350,0.0151,1.0004,0.0121,1.0005,0.0396,0.36,0.31,-0.35,1.15,0.486,em_pe
351,-0.0458,0.148,0.9182,0.9312,0.0224,-0.44,3.48,-1.69,2.67,0.101,deitado
352,0.1151,0.1166,0.8862,0.9013,0.0312,-0.58,-0.41,-0.35,1.56,0.405,deitado
353,0.1148,0.0669,0.9725,0.9816,0.0169,-1.48,0.67,-2.62,2.39,0.408,deitado
354,-0.0152,-0.0197,1.0523,1.0526,0.0266,-0.75,-1.13,-2.71,2.81,0.572,deitado
355,0.0715,0.9708,0.0127,0.9735,0.022,-3.15,-2.7,-3.62,4.7,0.334,em_pe
356,0.4476,0.5021,0.0322,0.6735,0.396,-16.26,26.04,60.73,91.52,9.267,queda
357,-0.0175,0.0086,0.9961,0.9963,0.016,1.24,-0.04,-0.07,1.14,0.209,deitado
358,0.0959,-0.0055,0.9785,0.9832,0.019,0.44,-0.18,-0.25,0.83,0.32,deitado
359,0.0562,1.215,0.2078,1.2339,0.2658,-26.33,4.88,61.93,52.34,4.564,caminhando
360,0.3279,0.8002,0.0901,0.8694,0.0293,0.18,0.09,0.1,0.27,0.692,sentado
361,-0.0187,1.2058,0.1477,1.215,0.3256,-27.08,-14.62,-36.3,46.96,5.727,caminhando
362,0.2604,0.8726,0.0154,0.9107,0.0499,1.04,-1.09,0.72,3.22,0.372,sentado
363,-0.0558,0.0525,0.9806,0.9836,0.039,0.27,-0.03,-0.5,0.73,0.357,deitado
364,0.1121,0.664,-0.0103,0.6735,0.2674,7.44,0.45,33.11,42.37,5.712,caminhando
365,0.2151,0.9078,0.0396,0.9338,0.0184,-0.26,0.3,-0.85,2.77,0.003,sentado
366,0.0931,1.0117,0.086,1.0196,0.0296,-1.36,0,-1.4,1.86,0.599,em_pe
367,0.3275,0.9601,0.0366,1.0151,0.0334,-0.45,-0.68,1.12,3.41,0.563,sentado
368,0.2672,0.963,-0.0524,1.0008,0.2046,2.19,26.68,-4.36,50.17,8.639,caminhando
369,0.2452,0.9352,-0.0072,0.9669,0.0294,2.59,-4.23,-1.27,3.25,0.113,sentado
370,0.1462,1.1327,0.0921,1.1458,0.2786,23.82,24.2,10.68,28.78,3.595,caminhando
371,0.3328,1.05,0.0638,1.1033,0.2409,5.2,-52.82,9.92,46.76,8.318,caminhando
372,-0.0379,-0.1078,0.3247,0.3442,0.592,196.98,-182.95,98.93,229.89,21.299,queda
373,0.4138,0.021,0.1704,0.448,0.6453,216.23,89.56,65.62,223.92,8.437,queda
374,0.2151,1.1627,-0.0234,1.1827,0.2116,12.02,-0.54,2.1,54.06,6.879,caminhando
375,0.3353,0.9619,0.0766,1.0215,0.0264,1.35,1.46,-1.57,1.77,0.35,sentado
376,-0.0325,0.9457,0.3443,1.007,0.178,13.42,1.27,18.98,33.23,6.343,caminhando
377,0.046,0.0764,1.0137,1.0176,0.0238,0.89,0.08,-4.26,2.76,0.397,deitado
378,0.002,1.175,0.4053,1.2429,0.2435,-21.95,-20.29,-21.18,51.82,7.88,caminhando
379,0.0788,1.0449,0.4012,1.1221,0.116,-13.8,42.04,29.56,40.4,7.322,caminhando
380,-0.0202,-0.0325,0.9986,0.9993,0.0159,-0.89,0.16,-0.25,0.92,0.329,deitado
381,-0.003,0.1929,0.944,0.9635,0.0306,-0.25,0,1.13,1.5,0.117,deitado
382,-0.0333,0.1953,0.5067,0.5441,0.3325,18.51,-12.16,25.82,100.39,11.724,queda
383,0.0556,0.1206,1.0113,1.02,0.0053,0.48,0.07,-0.88,1.17,0.173,deitado
384,0.0206,1.031,0.1007,1.0361,0.254,-65.41,61.52,-4.88,56.58,9.302,caminhando
385,0.3985,0.9202,0.0217,1.003,0.0197,-0.5,2.46,0.13,2.85,0.064,sentado
386,0.0813,0.0237,0.9698,0.9735,0.0169,0.27,0.74,0.09,1.75,0.4,deitado
387,0.2976,0.5024,0.2528,0.6363,0.4519,-211.44,199.98,-17.2,256.01,36.073,queda
388,0.1379,0.9482,0.1661,0.9725,0.2572,4.51,-5.94,36.93,42.51,3.683,caminhando
389,-0.0182,0.0124,0.9246,0.9249,0.0308,-0.52,0.78,-0.28,0.69,0.199,deitado
390,0.2145,0.8797,0.1107,0.9122,0.0292,0.21,-0.06,0.71,1.77,0.626,sentado
391,0.3494,0.9354,0.1015,1.0036,0.0367,0.89,1.66,3.62,2.09,0.322,sentado
392,0.3476,1.1459,0.0982,1.2014,0.2311,-32.74,9.24,-34.62,54.1,5.517,caminhando
393,0.1685,0.8179,0.0133,0.8352,0.0273,0.09,0.02,0.33,0.37,0.332,sentado
394,0.0641,-0.0243,0.986,0.9884,0.0212,2.25,0.21,-2.92,3,0.112,deitado
395,0.2915,0.9382,0.0967,0.9872,0.0243,0.76,1.04,1.27,1.34,0.54,sentado
396,0.1256,0.9684,0.0776,0.9796,0.041,0.11,2.28,1.57,2.45,0.448,em_pe
397,0.3889,0.9963,-0.0033,1.0695,0.0302,-2.51,-1.62,-2.12,3.51,0.271,sentado
398,0.2171,0.7918,0.2798,0.8674,0.177,-23.64,12.4,-16.92,31.9,5.405,caminhando
399,0.0696,0.9663,0.3185,1.0198,0.3098,-38.21,-0.05,-29.56,42.05,5.741,caminhando
400,0.0326,0.0263,1.0008,1.0016,0.0244,-0.53,-2.08,0.32,1.75,0.441,deitado
401,0.0233,0.9526,-0.0081,0.953,0.0344,-0.19,-0.05,-0.03,0.14,0.725,em_pe
402,0.4227,0.3682,0.4321,0.7078,0.3035,8.27,16.91,-9.3,72.56,8.971,queda
403,-0.003,0.9398,-0.0666,0.9422,0.0312,2.67,-0.05,3.24,3.86,0.77,em_pe
404,-0.0833,0.9666,0.0186,0.9704,0.0203,3,-1.66,-3.08,4.22,0.654,em_pe
405,0.8894,0.7843,1.118,1.6298,1.0828,-18.15,-59.9,21.47,197.45,12.533,queda
406,0.0917,0.0623,0.9574,0.9638,0.0202,-1.31,-0.28,0.49,2.56,0.386,deitado
407,0.2951,0.935,0.021,0.9806,0.0294,0.13,-1.48,-1.75,2.03,0.393,sentado
408,0.0111,0.1804,1.0783,1.0933,0.0202,-0.98,-2.88,0.76,2.46,0.262,deitado
409,0.3982,0.8861,0.1367,0.981,0.0142,0.24,-0.54,-0.23,0.82,0.768,sentado
410,0.1066,0.0906,0.8436,0.8551,0.0169,0.84,-0.78,-0.4,1.09,0.611,deitado
411,0.6022,0.5038,0.2557,0.8258,0.8114,93.74,-40.09,-1.58,147.77,24.155,queda
412,0.3123,0.8753,0.0278,0.9298,0.0552,1.88,-0.01,-0.76,1.73,0.669,sentado
413,0.0959,1.028,0.0122,1.0325,0.0375,1.01,0.41,1.32,2.79,0.279,em_pe
414,0.2693,1.0118,0.2298,1.072,0.2185,-14.49,-17.99,-6.91,31.99,6.509,caminhando
415,-0.0059,0.9832,0.0695,0.9857,0.0278,-0.45,3.58,-3.82,3.89,0.461,em_pe
416,0.0971,0.0626,1.076,1.0822,0.0299,1.02,0.94,-1.07,2.21,0.372,deitado
417,-0.1412,0.901,0.0796,0.9155,0.3255,55.2,-32.9,-23.25,55.51,5.54,caminhando
418,0.2719,0.8242,0.0775,0.8714,0.0234,0.45,2.99,0.85,5.76,0.436,sentado
419,-0.1119,0.5287,0.1557,0.5624,0.4521,107.06,17.4,140.96,136.86,5.588,queda
420,-0.0208,-0.0455,0.9821,0.9834,0.0061,-0.14,0.64,0.15,0.5,0.164,deitado
421,0.057,0.4653,0.8664,0.9851,0.6597,9.25,-200.65,88.3,168.69,33.167,queda
422,0.7719,0.3615,0.697,1.1011,0.3891,139.3,-25.09,55.64,65.92,6.92,queda
423,-0.1142,1.0364,0.4755,1.146,0.229,38.15,-32.75,10.21,55.87,0.653,caminhando
424,0.0284,0.0324,0.9995,1.0004,0.0078,1.06,0.74,1.33,1.75,0.282,deitado
425,0.3673,0.9032,0.0988,0.98,0.0335,1.18,0.1,-1.19,3.55,0.537,sentado
426,0.2455,0.9575,0.0219,0.9887,0.0336,-1.57,5.53,0.36,6.24,0.154,sentado
427,0.0746,1.0112,0.0341,1.0146,0.0259,0.66,-4.62,2.3,3.55,0.239,em_pe
428,0.0236,1.0261,0.0606,1.0282,0.0079,0.86,0.52,0.61,2.56,0.548,em_pe
429,0.3133,0.8465,-0.013,0.9027,0.0249,-0.13,2.98,-1.19,3.15,0.272,sentado
430,0.1832,1.137,0.3614,1.207,0.155,-11.91,19.97,-30.92,26.78,4.352,caminhando
431,0.3073,0.6092,0.2819,0.7383,1.0051,169.05,-105.74,322.6,256.09,19.564,queda
432,0.2706,0.906,0.1605,0.9591,0.0349,-0.82,-0.71,0.33,2.15,0.462,sentado
433,0.0964,-0.0144,0.9109,0.9161,0.0271,-0.57,0.68,1.36,1.59,0.187,deitado
434,0.0022,0.6118,0.4611,0.766,0.4834,-201.47,-3.92,60.85,247.56,24.799,queda
435,0.2235,0.9691,-0.0544,0.9961,0.0247,2.09,1.08,0.03,2.26,0.409,sentado
436,0.1834,-0.0121,0.719,0.7422,0.7544,-137.41,-69.33,94.71,163.13,25.869,queda
437,0.3322,0.8178,0.0133,0.8828,0.0118,2.55,2.22,3.96,4.58,0.334,sentado
438,0.0078,1.0087,-0.0074,1.0088,0.0256,-1.59,3.99,1.23,5.93,0.689,em_pe
439,0.036,0.2029,0.9109,0.9339,0.0259,-1.57,0.15,-2.59,2.54,0.323,deitado
440,0.0265,0.9767,-0.0399,0.9779,0.0124,1.6,2.47,-2.1,6.09,0.727,em_pe
441,0.4269,0.7421,0.365,0.9307,0.2102,0.27,-6.89,-14.21,18.86,6.547,caminhando
442,0.1052,0.9372,-0.0209,0.9433,0.1325,-13.84,20.12,-35.89,59.67,6.33,caminhando
443,0.8581,0.0198,-0.0391,0.8593,0.3414,-12.66,-6.37,60.21,51.22,14.156,queda
444,0.1031,1.129,0.2746,1.1665,0.2346,-5.54,-15.22,-18.33,53.81,6.5,caminhando
445,0.068,1.0152,0.0944,1.0218,0.0148,-1.61,-0.79,-0.81,2.27,0.194,em_pe
446,0.0965,0.0461,0.9983,1.004,0.0124,2.5,2.05,-0.04,2.6,0.552,deitado
447,-0.0958,0.9964,0.3277,1.0533,0.219,8.29,18.92,18.03,67.77,4.133,caminhando
448,0.0393,0.992,-0.0088,0.9928,0.0302,0.82,-1.04,4.35,3.66,0.424,em_pe
449,0.322,0.621,0.8461,1.0979,0.1562,25.69,-42.93,21.19,60.65,13.712,queda
450,0.015,0.9163,-0.0146,0.9166,0.0495,4.13,-0.08,-4.19,6.03,0.505,em_pe
451,-0.0193,1.0233,0.1275,1.0314,0.0362,-0.54,-1.49,3.67,2.95,0.923,em_pe
452,0.5395,0.0667,0.2261,0.5888,0.7004,-117.28,-306.11,-96.55,248.05,31.714,queda
453,0.2642,0.9449,-0.0199,0.9813,0.0376,-1.08,-4.33,-5.32,5.51,0.394,sentado
454,0.1018,0.8367,0.4769,0.9684,0.1606,1.53,-3.03,0.53,60.04,6.911,queda
455,0.014,0.0763,0.9702,0.9733,0.0151,-1.47,0.46,0.85,1.93,0.262,deitado
456,0.0507,0.1263,1.009,1.0182,0.0272,1.14,-1.16,-0.08,1.9,0.103,deitado
457,0.286,1.1205,-0.0879,1.1598,0.2324,-1.9,60.2,12.13,46.03,6.975,caminhando
458,-0.0334,1.4614,0.203,1.4758,0.1897,24.81,-0.9,-62.81,54.12,6.045,caminhando
459,0.3245,0.8275,0.1208,0.897,0.0128,-3.59,1.63,-0.63,3.05,0.422,sentado
460,0.3722,-0.3295,0.5122,0.7138,0.6969,104.12,110.81,300.11,301.62,37.086,queda
461,-0.0037,0.936,-0.0236,0.9363,0.0431,-3.1,0.86,1.31,3.82,0.251,em_pe
462,0.0402,0.9532,0.0021,0.954,0.0498,-9.2,2.96,2.37,5.5,0.906,em_pe
463,0.0508,0.9786,-0.0716,0.9825,0.0261,0.4,0.67,1.45,3.98,0.448,em_pe
464,0.2154,0.7933,-0.2091,0.8482,0.263,17.11,9.73,-4.32,54.23,4.418,caminhando
465,-0.0321,1.0093,-0.024,1.0101,0.0309,-1.41,0.11,-0.48,2.87,0.328,em_pe
466,0.3462,0.8153,0.0357,0.8865,0.0268,1.77,-2,-1.08,3.01,0.405,sentado
467,0.1203,0.9408,0.0977,0.9535,0.0482,-0.11,0.59,0.23,0.84,0.82,em_pe
468,0.0782,1.045,0.112,1.0539,0.0434,-2.67,3.23,0.61,4.41,0.617,em_pe
469,0.0162,0.0892,0.9497,0.954,0.0133,0.62,0.21,-0.54,1.83,0.309,deitado
470,0.0374,0.973,0.0216,0.974,0.0392,-1.99,1.99,-1.28,5.9,0.704,em_pe
471,0.006,0.0746,0.9813,0.9841,0.0296,-0.32,-0.56,-0.4,0.91,0.42,deitado
472,0.1277,0.9811,0.1829,1.0061,0.3079,38.74,21.46,-59.14,44.51,6.726,caminhando
473,0.0805,0.0374,1.0618,1.0655,0.0196,0.14,0.21,1.51,1.18,0.374,deitado
474,0.2106,0.9179,0.1067,0.9477,0.0163,0.4,-0.95,0.89,2.17,0.303,sentado
475,0.7874,0.1787,1.4861,1.6913,0.7033,-169.41,48.93,-67.21,266.25,28.815,queda
476,-0.0221,0.9877,0.0257,0.9882,0.0253,-1.47,-1.91,-4.43,3.69,0.196,em_pe
477,0.338,0.0718,0.894,0.9585,0.1773,34.11,49.22,-41.84,112.82,7.019,queda
478,-0.0313,0.8204,0.0361,0.8218,0.2329,-3.48,-38.38,-25.41,44.83,7.402,caminhando
479,0.0817,-0.0303,0.9208,0.9249,0.0036,0.22,-0.84,-0.6,2.52,0.107,deitado
480,0.0055,0.9703,-0.011,0.9704,0.0208,0.63,0.2,0.2,0.53,0.39,em_pe
481,0.0642,-0.0188,0.9273,0.9297,0.0239,-0.07,0.23,-0.47,0.63,0.616,deitado
482,0.3016,1.0827,0.1908,1.1401,0.2691,36.58,39.61,50.37,71.87,6.64,caminhando
483,0.334,0.9078,0.0751,0.9702,0.0393,2.56,-0.78,0.41,2.92,0.527,sentado
484,0.0376,0.0056,0.8663,0.8671,0.0232,1.74,2.41,0.83,1.81,0.263,deitado
485,0.1247,0.9019,0.2772,0.9518,0.2047,-24.42,-6.1,-32.76,39.47,7.672,caminhando
486,0.3961,0.2959,0.3996,0.6357,1.3545,35.77,192.84,107.16,311.04,21.618,queda
487,0.3548,0.9906,0.0804,1.0553,0.0376,-2.92,1.62,-2.68,3.05,0.224,sentado
488,0.1127,0.1183,0.9246,0.9389,0.0169,-0.59,-1.31,-0.2,2.59,0.125,deitado
489,0.1015,0.6629,0.2502,0.7157,0.1731,10.87,19.85,-26.82,48.2,4.643,caminhando
490,0.1986,0.8526,0.1353,0.8858,0.2265,-41.47,-26.74,-26.44,50.59,8.696,caminhando
491,0.1006,0.5768,0.251,0.637,0.662,192.96,24.52,-23.95,165.21,24.538,queda
492,0.124,0.0678,0.9277,0.9384,0.0253,0.1,0.34,0.62,1.85,0.451,deitado
493,0.1518,0.1214,0.9623,0.9818,0.0178,0.89,0.33,-0.65,1.65,0.222,deitado
494,1.0855,1.1226,0.9123,1.8085,0.7322,55.37,139.53,136.63,246.88,24.828,queda
495,0.2263,-0.2189,0.2417,0.397,0.3886,27.31,8.93,-39.33,53.67,7.023,queda
496,0.0086,0.7844,0.0008,0.7844,0.2981,-11.05,-36.82,-69.7,39.37,10.278,caminhando
497,0.0389,1.0027,-0.0366,1.0041,0.0592,-3.23,-3.11,-1.21,4.42,0.542,em_pe
498,0.0937,0.9777,0.0395,0.983,0.0094,-3.73,0.54,1.69,3.91,0.421,em_pe
499,0.32,0.9522,0.1017,1.0096,0.0225,0.26,2.62,0.02,3.65,0.735,sentado
500,-0.0822,1.13,0.0975,1.1372,0.2873,16.35,7.79,-20.85,42.5,4.799,caminhando
501,0.2957,0.9921,0.0162,1.0354,0.2427,38.36,20.37,-18.23,38.4,7.072,caminhando
502,-0.2813,0.1672,0.8855,0.9441,1.1112,34.97,-184.33,1.4,148.16,42.42,queda
503,0.005,0.1168,0.9561,0.9632,0.0342,-0.68,-1.41,-1.65,1.87,0.021,deitado
504,0.2923,0.983,-0.0245,1.0258,0.0404,-4.28,4.58,-1.32,4.64,0.513,sentado
505,0.1086,0.6012,-0.2931,0.6776,0.304,-2.77,-5.04,-13.3,20.51,1.561,caminhando
506,0.0575,0.9785,0.0911,0.9844,0.0166,-3.38,1.49,3.79,4.25,0.482,em_pe
507,0.0363,1.028,0.0409,1.0295,0.0199,-0.23,0.4,-0.18,4.69,0.521,em_pe
508,0.0142,0.0895,0.8982,0.9028,0.0138,-1.7,-0.87,-0.15,2.14,0.421,deitado
509,-0.0531,1.1012,-0.0597,1.1041,0.3092,32.97,-51.89,-23.81,50.05,5.691,caminhando
510,-0.0072,1.002,0.0579,1.0036,0.2053,25.68,14.26,37.86,37.43,5.331,caminhando
511,0.0476,0.0269,0.9704,0.9719,0.027,0.42,-0.03,-0.05,0.68,0.387,deitado
512,0.1584,0.1512,0.9765,1.0007,0.0192,-0.3,-0.72,1.07,2.12,0.242,deitado
513,-0.0738,0.9364,0.042,0.9402,0.0329,2.86,0.99,1.92,3.71,0.19,em_pe
514,0.483,0.6005,0.1181,0.7796,0.3844,80.4,63.2,-74.11,98.9,6.642,queda
515,0.2644,0.9169,0.1028,0.9598,0.0252,-0.82,2.85,1.35,3.97,0.116,sentado
516,0.332,0.8656,0.1413,0.9378,0.0427,-0.26,0.31,-1.88,1.87,0.651,sentado
517,0.0044,0.1181,1.1067,1.113,0.0238,-2.67,2.76,-0.76,3.02,0.324,deitado
518,-0.0543,0.9549,0.0111,0.9565,0.0363,-0.91,2.25,0.65,2.4,0.418,em_pe
519,0.743,1.032,0.296,1.3057,0.5268,-6.36,-36.17,22.03,77.2,9.262,queda
520,0.0088,0.9114,-0.0135,0.9116,0.0219,1.13,-2.67,0.5,3.71,0.357,em_pe
521,0.093,1.159,-0.056,1.1641,0.1812,-18.79,11.78,14.72,45.82,4.477,caminhando
522,-0.0018,0.024,0.9512,0.9515,0.0302,-0.29,-0.77,0.06,1.28,0.805,deitado
523,-0.0955,0.9757,0.0205,0.9805,0.0269,0.4,-0.7,-1.78,1.88,0.239,em_pe
524,0.1454,0.7588,0.6799,1.0292,0.8121,11.26,-46.21,-107.37,217.79,25.044,queda
525,0.3427,0.8468,0.0131,0.9136,0.0214,0.72,-3.34,1.4,4.22,0.102,sentado
526,0.2328,0.824,0.0275,0.8566,0.0336,0.24,0.2,-0.48,1.52,0.4,sentado
